Failed to load contact,Man xutzir ta uyakik ri winaq
Failed to load dashboard data,Man xutzir ta uyakik ri taq tzij re ruwach ruchajixik
Failed to load defects,Man xutzir ta uyakik ri taq itzelal
Failed to load events,Man xutzir ta uyakik ri taq nimaq'ij
Failed to load project,Man xutzir ta uyakik ri nuk'samaj
Failed to load projects,Man xutzir ta uyakik ri taq nuk'samaj
Failed to load report data,Man xutzir ta uyakik ri taq tzij re ri ruch'ob'al
Failed to load settings,Man xutzir ta uyakik ri taq chajoj
Failed to load tasks,Man xutzir ta uyakik ri taq samaj
Failed to move task,Man xutzir ta usilob'ixik ri samaj
Failed to post comment,Man xutzir ta utaqik ri tzij
Failed to propose new time,Man xutzir ta uya'ik jun k'ak' ramaj
Failed to remove item,Man xutzir ta uelesaxik ri jastaq
Failed to remove skill,Man xutzir ta uelesaxik ri etamab'al
Failed to reorder milestones: {0},Man xutzir ta uchojmirisaxik ri taq rajilal: {0}
Failed to reorder tasks: {0},Man xutzir ta uchojmirisaxik ri taq samaj: {0}
Failed to reschedule dependent tasks: {0},Man xutzir ta uk'exik taq q'ij re ri taq samaj tob'an: {0}
Failed to save,Man xutzir ta uyakik
Failed to save preferences,Man xutzir ta uyakik ri taq chaq'ab'
Failed to save settings,Man xutzir ta uyakik ri taq chajoj
Failed to submit request. Please try again.,Man xutzir ta utaqik ri tz'onoj. Tab'ana' utzil tatijoj chik.
Failed to update item,Man xutzir ta uk'exik ri jastaq
Failed to update priority,Man xutzir ta uk'exik ri nab'eal
Failed to update task,Man xutzir ta uk'exik ri samaj
Failed to update tasks: {0},Man xutzir ta uk'exik ri taq samaj: {0}
Failed to upload avatar,Man xutzir ta uteqib'axik ri wachib'al
Feature,Chaq'ab'il
Features,Taq chaq'ab'il
FF (Finish-Finish),FF (Rik'isik-Rik'isik)
FF - Finish-to-Finish,FF - Rik'isik-pa-Rik'isik
Field has been updated,Ri k'ojlib'al k'exon chik
Field name is required for 'Set Field Value' action,Ri ub'i' ri k'ojlib'al rajawaxik re ri b'anoj 'Ya'oj rajil pa k'ojlib'al'
Field {0} is not a Link field,Ri k'ojlib'al {0} man jun ximoj k'ojlib'al ta
Field {0} not found in {1},Man xriqitaj ta ri k'ojlib'al {0} pa {1}
File,Yakb'al
file,yakb'al
File does not belong to this task,Ri yakb'al man re ta re ri samaj
File name is required,Ri ub'i' ri yakb'al rajawaxik
File uploaded,Ri yakb'al xteqib'ax
File {0} not found,Man xriqitaj ta ri yakb'al {0}
Files,Taq yakb'al
files,taq yakb'al
Filter,Chayub'al
Final Decision,Ruk'isib'al ch'ob'oj
Finance,Pwaq
Financial,Re pwaq
Finish-to-Finish,Rik'isik-pa-Rik'isik
Finish-to-Start,Rik'isik-pa-Rutikirib'al
Flag,Etal
Flag for attention,Etal richin rilaxik
Flagged,Ya'on etal
Focus Panel,Rupam rilaxik
Follows your system preference. Currently:,Kuterene'j ri achaq'ab' re kematz'ib'. Wakami:
Frappe Project {0} not found,Man xriqitaj ta ri Frappe nuk'samaj {0}
Frappe Projects Migration,Uq'axik Frappe Projects
Frappe Projects module not available,Ri Frappe Projects man k'o ta
Frappe Projects module not installed,Ri Frappe Projects man ya'on ta
Frappe Projects sync is not enabled,Ri ujunamaxik Frappe Projects man tzijon ta
Frappe Task DocType not found,Man xriqitaj ta ri DocType Frappe samaj
Frappe Task has no project,Ri Frappe samaj man k'o ta ri nuk'samaj
Frappe Task {0} not found,Man xriqitaj ta ri Frappe samaj {0}
Fri,Waq
From,Pa
From Template,Pa jun ruwachib'al
FS (Finish-Start),FS (Rik'isik-Rutikirib'al)
FS - Finish-to-Start (default),FS - Rik'isik-pa-Rutikirib'al (ya'on kanoq)
Full form view with audit trail,Ruwach tz'aqat ruk' rub'eyal uchajixik
Full name,Tz'aqat b'i'aj
Gantt,Gantt
Gantt Chart,Ruwachib'al Gantt
Gantt View,Ruwach Gantt
General Note,Jujunal tz'ib'
Get started,Tatikiri'
Go back,Tatzalij
Go Back,Go Back
Group by,Molaj rumal
Group dependency removed,Ri tob'al re molaj xelesaxik
Group dependency set,Ri tob'al re molaj xya'
Group removed,Ri molaj xelesaxik
Group updated,Ri molaj k'exon chik
Hammock task dates are auto-calculated and cannot be changed manually,Ri taq q'ij re ri hamak samaj kirajilab'ej kiyon xuquje' man tikirel ta kejal ruk' q'ab'
Have a question or need assistance? Fill out the form below and our team will get back to you.,K'o jun ak'utub'al o kawaj tob'anik? Tatz'ib'aj ri wuj ikim re xuquje' ri qamolaj xkatob'an awuk'.
Health,Raxnaqil
Healthy,Utz raxnaqil
Hello {0},Utz apetik {0}
Here's what's happening with your projects today.,Waral k'o ri kab'an pa ri taq anuk'samaj kamik.
Hide,Ewaj
High,Nimalaj
History,Ojer taq tzij
Home,Ja
Hourly Cost,Rajil jujun ramaj
Hours,Taq ramaj
hours,taq ramaj
Hours Logged,Taq ramaj tz'ib'an
ID,ID
Image must be smaller than 5 MB,Ri wachib'al rajawaxik man jun 5 MB
Import,Yakoj
Import existing projects and tasks from Frappe Projects module,Yakoj ri taq nuk'samaj xuquje' taq samaj k'o chik pa ri Frappe Projects
Import failed,Man xutzir ta ri uyakik
Import Template,Yakoj jun ruwachib'al
Imported,Yakon
in,pa
In Progress,Pa rub'eyal
In Review,Pa uchajixik
In-app notifications,Taq natab'al pa ri samajib'al
Inactive,Man k'aslik ta
Initial Review,Nab'e uchajixik
Installed Version,Installed Version
Insufficient permissions to view all tasks,Man k'o ta ronojel okem richin kilaxik ronojel taq samaj
Intermediate,Nik'aj
Internal,Chipam
Invalid DocType,Itzel DocType
Invalid DocType for import,Itzel DocType richin yakik
Invalid item type: {0},Itzel ruwach jastaq: {0}
Invalid JSON data,Itzel JSON taq tzij
Invalid note type. Must be one of: {0},Itzel ruwach tz'ib'. Rajawaxik jun chike re: {0}
Invalid project reference,Itzel tzij re nuk'samaj
Invalid reaction type. Must be one of: {0},Itzel ruwach na'oj. Rajawaxik jun chike re: {0}
Invalid RSVP status,Itzel RSVP rub'anikil
Invalid status. Must be one of: {0},Itzel rub'anikil. Rajawaxik jun chike re: {0}
Invalid status: {0},Itzel rub'anikil: {0}
Invalid status: {0}. Must be one of: {1},Itzel rub'anikil: {0}. Rajawaxik jun chike re: {1}
Invalid tracking context: {0},Itzel ucholaj reta'maxik: {0}
Invalid visibility. Must be one of: {0},Itzel k'utub'al. Rajawaxik jun chike re: {0}
Invitation: {0} - {1} at {2},Tz'onoj: {0} - {1} pa {2}
Invite People,Tz'onoj taq winaq
"It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe.","It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe."
Item added,Ri jastaq xtzijonik
Item ID is required,Ri ID re ri jastaq rajawaxik
Item removed,Ri jastaq xelesaxik
Item type is required,Ri ruwach ri jastaq rajawaxik
Item {0} not found,Man xriqitaj ta ri jastaq {0}
Job title or role,Ub'i'aj samaj o ruk'ojlib'al
Join Meeting,Okem pa ri moloj
Just now,Wakami
just now,wakami
Kanban,Kanban
Kanban Board,Ruwach Kanban
Kanban View,Ruwach Kanban
Keyboard Shortcuts,Ko'l taq b'eyal
Keyboard shortcuts (?),Ko'l taq b'eyal (?)
Last checked: {0},Last checked: {0}
Last Updated,Ruk'isib'al uk'exik
Last updated:,Ruk'isib'al uk'exik:
Last Week,Wuqq'ij xb'e
Latest Version,Latest Version
Light,Saq
Link failed,Man xutzir ta ri ximoj
Link Task,Ximoj samaj
Linked,Ximon
Linked employee not found,Man xriqitaj ta ri ximon ajsamaj
Linked Tasks,Taq samaj ximon
List,Cholaj
List View,Ruwach cholaj
Load failed,Man xutzir ta ri uyakik
Load More,Yakoj ch'aqa' chik
Load more comments,Yakoj ch'aqa' chik taq tzij
Loading activity...,Kayak ri b'anob'al...
Loading changes...,Keyak ri taq jaloj...
Loading checklist...,Kayak ri ruch'ob'al...
Loading comments...,Keyak ri taq tzij...
Loading contact...,Kayak ri winaq...
Loading contacts...,Keyak ri taq winaq...
Loading dependencies...,Keyak ri taq tob'al...
Loading details...,Keyak ri taq retal...
Loading discussion...,Kayak ri tzijonik...
Loading events...,Keyak ri taq nimaq'ij...
Loading files...,Keyak ri taq yakb'al...
Loading notes...,Keyak ri taq tz'ib'...
Loading preferences...,Keyak ri taq chaq'ab'...
Loading project...,Kayak ri nuk'samaj...
Loading projects...,Keyak ri taq nuk'samaj...
Loading replies...,Keyak ri taq tzalij tzij...
Loading report data...,Keyak ri taq tzij re ri ruch'ob'al...
Loading settings...,Keyak ri taq chajoj...
Loading task...,Kayak ri samaj...
Loading templates...,Keyak ri taq ruwachib'al...
Loading time logs...,Keyak ri taq tz'ib'anik ramaj...
Loading your portal...,Kayak ri aokib'al...
Loading...,Kayak...
Location,K'ojlib'al
Log Time,Tz'ib'anik ramaj
Logout,Elem
Low,Ch'uti
Make Offer,B'anik jun sipanib'al
Manager,Ajchak
Manual Entry,Q'ab'aj tz'ib'anik
Margin,Ruchi'
Mark all as read,B'ij ronojel achi'el sik'in
Mark all read,B'ij ronojel sik'in
Mark as read,B'ij achi'el sik'in
Mark as unread,B'ij achi'el man sik'in ta
Mark read,B'ij sik'in
Marking...,Kab'ix...
Material,Ch'akulal
Maybe,Chwila
Medium,Nik'aj
Meeting,Moloj
Meeting Link,Ximoj re moloj
Meeting title,Ub'i'aj ri moloj
Meeting URL,URL re moloj
Meetings,Taq moloj
Mention,B'ixik
Message,Taqotzij
Message is required,Ri taqotzij rajawaxik
Message is required for '{0}' action,Ri taqotzij rajawaxik re ri b'anoj '{0}'
Migrate,Q'axoj
Migration Complete,Ri uq'axik tz'aqat
Migration ID:,ID re uq'axik:
Migration log not found: {0},Man xriqitaj ta ri ruwujil uq'axik: {0}
Milestone,Rajilal
milestone,rajilal
Milestone created,Ri rajilal xb'an
Milestone description has been saved.,Ri uchuq'ab'ixik re ri rajilal xyak.
Milestone ID is required,Ri ID re ri rajilal rajawaxik
Milestone marked as Missed (past due date),Ri rajilal xb'ix achi'el sachon (ri q'ij ruk'isib'al xb'e chik)
Milestone moved,Ri rajilal xsilob'ix
Milestone Name,Ub'i' ri rajilal
Milestone name has been saved.,Ri ub'i' ri rajilal xyak.
Milestone name is required,Ri ub'i' ri rajilal rajawaxik
Milestone updated,Ri rajilal k'exon chik
Milestone {0} not found,Man xriqitaj ta ri rajilal {0}
Milestone {0} not in project {1},Ri rajilal {0} man k'o ta pa ri nuk'samaj {1}
Milestones,Taq rajilal
milestones,taq rajilal
Milestones:,Taq rajilal:
Minutes,Taq ch'uti ramaj
Missed,Sachon
Mixed,K'olon
Mobile,Oyonik
Moderate,Nik'aj nimalaj
Modified,Jalon
"Modify details, time, or attendees","Jalwachixik taq ub'anikil, ramaj, o ri e k'o chupam"
Mon,Kaq
Month,Ik'
Move failed,Man xutzir ta ri usilob'ixik
Must be a positive number,Rajawaxik jun utzilaj ajilab'al
Must finish before this finishes,Rajawaxik kutz'aqatisaj chuwach ri rik'isik re ri'
Must finish before this starts,Rajawaxik kutz'aqatisaj chuwach ri rutikirib'al re ri'
Must start before this finishes,Rajawaxik kutikirib'ej chuwach ri rik'isik re ri'
Must start before this starts,Rajawaxik kutikirib'ej chuwach ri rutikirib'al re ri'
My Assignments,Ri nuya'oj samaj
My Projects,Ri taq nunuk'samaj
My Schedule,Ri nucholaj
My Tasks,Ri taq nusamaj
N/A,Man k'o ta
Name,B'i'aj
Name (A-Z),B'i'aj (A-Z)
Name (Z-A),B'i'aj (Z-A)
Name cannot exceed 255 characters,Ri b'i'aj man tikirel ta nimalaj chuwach 255 tz'ib'
Need help?,Kawaj tob'anik?
Needs Attention,Rajawaxik rilaxik
Never,Never
new activities,k'ak' taq b'anob'al
New Activity,K'ak' b'anob'al
New activity,K'ak' b'anob'al
New Event,K'ak' nimaq'ij
New index is required,Ri k'ak' rajilab'al rajawaxik
New Project,K'ak' nuk'samaj
New tasks will auto-trail by default.,Ri k'ak' taq samaj xkiq'ax kiyon ri rutikirib'al.
Newest First,K'ak' nab'e
Next,Jun chik
Next 14 days,14 q'ij ri petinaq
Next 30 days,30 q'ij ri petinaq
Next 60 days,60 q'ij ri petinaq
Next 7 days,7 q'ij ri petinaq
Next 90 days,90 q'ij ri petinaq
Next Week,Wuqq'ij ri petinaq
Next:,Jun chik:
No,Man
No active assignments,Man k'o ta k'aslik taq ya'oj samaj
No active projects,Man k'o ta k'aslik taq nuk'samaj
No active timer found,Man xriqitaj ta jun k'aslik ajilanel ramaj
No activity selected,Man xchaq' ta jun b'anob'al
No assignments found,Man xriqitaj ta taq ya'oj samaj
No attendees,Man k'o ta e okinaq
no change,man k'o ta jaloj
No changes for this field.,Man k'o ta taq jaloj re ri k'ojlib'al.
No changes recorded for this activity.,Man k'o ta taq jaloj tz'ib'an re ri b'anob'al.
No checklist items yet,Man k'o ta taq jastaq pa ri ruch'ob'al
No checklist items yet.,Man k'o ta taq jastaq pa ri ruch'ob'al.
No comments yet,Man k'o ta taq tzij
No comments yet.,Man k'o ta taq tzij.
No contacts available,Man k'o ta taq winaq
No content for this tab,Man k'o ta ruk'u'x re ri ruxaq
No data available,Man k'o ta taq tzij
No data available for the selected filters,Man k'o ta taq tzij re ri chaq'on taq chayub'al
No data to export,Man k'o ta taq tzij richin uteqik
No dates set,Man ya'on ta taq q'ij
No defects reported,Man k'o ta taq itzelal b'ixon
No dependencies defined,Man k'o ta taq tob'al ya'on
No description,Man k'o ta uchuq'ab'ixik
No discussion yet.,Man k'o ta tzijonik.
No documents attached,Man k'o ta taq wuj ximon
No due date,Man k'o ta q'ij ruk'isib'al
No employee linked to this resource,Man k'o ta jun ajsamaj ximon pa re ri tob'anel
No ERPNext employee linked to resource,Man k'o ta jun ERPNext ajsamaj ximon pa ri tob'anel
No events found,Man xriqitaj ta taq nimaq'ij
No files attached yet.,Man k'o ta taq yakb'al ximon.
No Frappe Project linked,Man k'o ta jun Frappe nuk'samaj ximon
No Grouping,Man k'o ta molaj
No items,Man k'o ta taq jastaq
No matching tasks,Man k'o ta taq samaj junam
No matching tasks found,Man xriqitaj ta taq samaj junam
No migration history,Man k'o ta ojer taq tzij re uq'axik
No Milestone,Man k'o ta rajilal
No milestones,Man k'o ta taq rajilal
No milestones defined for this project.,Man k'o ta taq rajilal ya'on re ri nuk'samaj.
No notes yet.,Man k'o ta taq tz'ib'.
No notes yet. Add a due diligence note to track progress.,Man k'o ta taq tz'ib'. Tzijonik jun tz'ib' re uchajixik richin reta'maxik ri b'enam.
No notifications,Man k'o ta taq natab'al
No Orga Project linked to Frappe Project {0},Man k'o ta jun Orga nuk'samaj ximon pa ri Frappe nuk'samaj {0}
No overdue tasks,Man k'o ta taq samaj b'enaq
No pending cascade changes,Man k'o ta taq jaloj q'axanik kayab'ej
No predecessors - this task can start independently,Man k'o ta nab'e taq samaj - re ri samaj tikirel kutikirib'ej ruyon
No project,Man k'o ta nuk'samaj
No projects found,Man xriqitaj ta taq nuk'samaj
No Projects Yet,Man k'o ta taq nuk'samaj
No recent activity,Man k'o ta k'ak' b'anob'al
No related documents,Man k'o ta taq wuj k'utunik
No resolved threads.,Man k'o ta taq tzijonik chojmirisam.
No resources found,Man xriqitaj ta taq tob'anel
No results found,Man xriqitaj ta
No skills listed,Man k'o ta taq etamab'al tz'ib'an
No skills recorded yet,Man k'o ta taq etamab'al tz'ib'an
No successors - no tasks are waiting for this one,Man k'o ta taq samaj chirij - man k'o ta samaj kayab'ej re ri'
No task selected,Man xchaq' ta jun samaj
No tasks assigned to you,Man k'o ta taq samaj ya'on chawe
No tasks available to add,Man k'o ta taq samaj richin utzijonik
No tasks found,Man xriqitaj ta taq samaj
No tasks linked to this milestone,Man k'o ta taq samaj ximon pa re ri rajilal
No tasks with dates to display,Man k'o ta taq samaj ruk' taq q'ij richin rik'utik
No tasks yet,Man k'o ta taq samaj
No team members,Man k'o ta rajpopil ri molaj
No template,Man k'o ta ruwachib'al
No templates yet,Man k'o ta taq ruwachib'al
No time data found,Man xriqitaj ta taq tzij re ramaj
No time logged today,Man k'o ta ramaj tz'ib'an kamik
No time logged yet,Man k'o ta ramaj tz'ib'an
No time logs for this period,Man k'o ta taq tz'ib'anik ramaj re ri q'ijul
No time logs found,Man xriqitaj ta taq tz'ib'anik ramaj
No unread notifications,Man k'o ta taq natab'al man sik'in ta
No update information available yet.,No update information available yet.
None,Man k'o ta
Not found,Man xriqitaj ta
Not permitted,Man ya'on ta okem
Not permitted to access this project,Man ya'on ta okem pa re ri nuk'samaj
Not permitted to access this task,Man ya'on ta okem pa re ri samaj
Not permitted to check for updates,Not permitted to check for updates
Not permitted to comment on this document,Man ya'on ta okem richin utzijoxik pa re ri wuj
Not permitted to create clients,Man ya'on ta okem richin kib'anik taq aqanel
Not permitted to delete this client,Man ya'on ta okem richin usachik re ri aqanel
Not permitted to delete this defect,Man ya'on ta okem richin usachik re ri itzelal
Not permitted to delete this note,Man ya'on ta okem richin usachik re ri tz'ib'
Not permitted to delete this project,Man ya'on ta okem richin usachik re ri nuk'samaj
Not permitted to delete this task,Man ya'on ta okem richin usachik re ri samaj
Not permitted to delete this time log,Man ya'on ta okem richin usachik re ri tz'ib'anik ramaj
Not permitted to invite clients,Man ya'on ta okem richin kitz'onik taq aqanel
Not permitted to modify client access,Man ya'on ta okem richin ujalik ri okem re ri aqanel
Not permitted to modify this project,Man ya'on ta okem richin ujalik re ri nuk'samaj
Not permitted to update settings,Man ya'on ta okem richin uk'exik ri taq chajoj
Not permitted to update this client,Man ya'on ta okem richin uk'exik re ri aqanel
Not permitted to view this client,Man ya'on ta okem richin rilaxik re ri aqanel
not sent,man xtaq ta
Not set,Man ya'on ta
Not specified,Man b'ixon ta
Note,Tz'ib'
Note (optional),Tz'ib' (we kawaj)
Note Content,Ruk'u'x ri tz'ib'
Note content is required,Ri ruk'u'x ri tz'ib' rajawaxik
Note name is required,Ri ub'i' ri tz'ib' rajawaxik
Note not found,Man xriqitaj ta ri tz'ib'
Note Type,Ruwach ri tz'ib'
Notes,Taq tz'ib'
Notification,Natab'al
Notification not found,Man xriqitaj ta ri natab'al
Notifications,Taq natab'al
Off Track,Man pa rub'eyal ta
Offer,Sipanib'al
Offer Prepared,Sipanib'al chojmirisam
Oldest First,Ojer nab'e
On Hold,Pa uyab'ixik
On Leave,Pa uxlanem
On Track,Pa rub'eyal
On-Time Rate,Ruchojmil pa ramaj
Only administrators can delete activities,Xa xe ri ajchak tikirel kesach ri taq b'anob'al
Only the comment author or administrators can delete comments,Xa xe ri atz'ib' o ri ajchak tikirel kesach ri taq tzij
Only you and admins,Xa xe rat xuquje' ri ajchak
Open,Jaqalik
Open in Desk,Jaqaj pa ri Desk
Open Task Log,Jaqaj ri ruwujil ri samaj
Open Tasks,Taq samaj jaqalik
Optional,We kawaj
optional,we kawaj
Or email us directly at,O kataq jun taqotzij chi qe pa
Orga Project {0} from Frappe Projects,Orga nuk'samaj {0} pa Frappe Projects
Orga Task {0} from Frappe,Orga samaj {0} pa Frappe
Organizer,Ajchojmirisanel
Other,Jun chik
Over Budget,Nim chuwach ri pwaq
Overall Progress,Ronojel ub'enam
Overall Utilization,Ronojel rokisaxik
Overallocated,Nim chuwach ya'on
Overdue,B'enaq ri q'ij
overdue,b'enaq ri q'ij
Overdue Tasks,Taq samaj b'enaq
Overview,Ruwach ronojel
Owner,Rajaw
Page Not Found,Man xriqitaj ta ri ruxaq
Parent,Tata'
Parent comment must belong to the same document,Ri tata' tzij rajawaxik ja re jun wuj
Parent comment not found,Man xriqitaj ta ri tata' tzij
Parent project not synced to Frappe yet,Ri tata' nuk'samaj man junamaxon ta ruk' Frappe
Parent project sync not enabled,Ri ujunamaxik re ri tata' nuk'samaj man tzijon ta
Partner,K'ulanel
Pending,Kayab'ej
per page,pa jujun ruxaq
Perform initial assessment and background check,Tab'ana' ri nab'e rajilab'exik xuquje' ri uchajixik
Permanently remove this event,Sachaj re ri nimaq'ij junab'e
Permanently remove this task,Sachaj re ri samaj junab'e
Phone,Ch'ab'al
Pin,Chapoj
Pin Activity,Chapoj ri b'anob'al
Pin to top,Chapoj pa ruwi'
Pinned,Chapon
Planned budget for this task,Pwaq chojmirisam re ri samaj
Planning,Ruchojmil
Please describe your question or issue in detail...,Tab'ana' utzil tachuq'ab'ij ri ak'utub'al o ri ak'ax pa retal ronojel...
Please login to access Orga,Tab'ana' utzil tawokoj richin at okinaq pa Orga
Please login to access the client portal,Tab'ana' utzil tawokoj richin at okinaq pa ri okib'al re ri aqanel
Please respond to this invitation in Orga,Tab'ana' utzil tatzalij tzij pa re ri tz'onoj pa Orga
Please select an image file,Tab'ana' utzil tachaqa' jun wachib'al
Please try again,Tab'ana' utzil tatijoj chik
Please type,Tab'ana' utzil tatz'ib'aj
Portal,Okib'al
Portal access revoked for {0},Ri okem pa ri okib'al xq'at re {0}
Portal user created successfully. Welcome email {0},Ri okisanel re ri okib'al xb'an rumal utz. Taqotzij ek'ulaxik {0}
Post,Taqoj
Powered by,B'an rumal
Powered by Tonic,B'an rumal Tonic
Predecessors (Blocked By),Nab'e taq samaj (k'aton rumal)
Preferences,Taq chaq'ab'
Preferences saved successfully,Ri taq chaq'ab' xeyak rumal utz
"Prefix for auto-generated project codes (e.g., ORG-2026-0001)",Nab'e tz'ib' re ri utukel taq b'i'aj re nuk'samaj (achi'el ORG-2026-0001)
Prepare and document offer terms,Chojmirisaj xuquje' tz'ib'aj ri taq tzij re ri sipanib'al
Press,Chapoj
Preview,Ruwach
Preview cascade before applying,Ruwach ri q'axanik chuwach ri uchapik
Previous,Kan
Priority,Nab'eal
Priority assigned to new tasks,Nab'eal ya'on chi ke ri k'ak' taq samaj
Priority updated,Ri nab'eal k'exon chik
Proficiency,Retamab'al
Profile,Awachib'al
Progress,B'enam
Progress (High-Low),B'enam (nim-ch'uti)
Progress (Low-High),B'enam (ch'uti-nim)
Progress Overview,Ruwach ronojel ri b'enam
Progress updated,Ri b'enam k'exon chik
Project,Nuk'samaj
Project budget has been saved.,Ri pwaq re ri nuk'samaj xyak.
Project code (e.g. ORG-2026-0001),Ub'i'aj ri nuk'samaj (achi'el ORG-2026-0001)
Project Code Prefix,Nab'e tz'ib' re b'i'aj nuk'samaj
Project created,Ri nuk'samaj xb'an
Project deleted,Ri nuk'samaj xsachik
Project description has been saved.,Ri uchuq'ab'ixik re ri nuk'samaj xyak.
Project Details,Retal ri nuk'samaj
Project end date has been saved.,Ri q'ij rik'isik re ri nuk'samaj xyak.
Project Files,Taq yakb'al re ri nuk'samaj
Project has no linked client,Ri nuk'samaj man k'o ta jun ximon aqanel
Project Health,Raxnaqil ri nuk'samaj
Project Info,Retamab'al re ri nuk'samaj
Project is required,Ri nuk'samaj rajawaxik
Project is required for project context,Ri nuk'samaj rajawaxik re ri ucholaj nuk'samaj
Project is required when tracking context is 'project',Ri nuk'samaj rajawaxik toq ri ucholaj reta'maxik ja ri 'nuk'samaj'
Project Manager,Ajchak re ri nuk'samaj
Project Name,Ub'i' ri nuk'samaj
Project name and template name are required,Ri ub'i' ri nuk'samaj xuquje' ri ub'i' ri ruwachib'al e rajawaxik
Project name is required,Ri ub'i' ri nuk'samaj rajawaxik
Project not found,Man xriqitaj ta ri nuk'samaj
Project not found or you do not have access,Man xriqitaj ta ri nuk'samaj o man k'o ta aokem
Project settings,Taq chajoj re nuk'samaj
Project start date has been saved.,Ri q'ij rutikirib'al re ri nuk'samaj xyak.
Project title has been saved.,Ri ub'i'aj re ri nuk'samaj xyak.
Project Type,Ruwach ri nuk'samaj
Project updated,Ri nuk'samaj k'exon chik
Project {0} linked to client {1},Ri nuk'samaj {0} ximon ruk' ri aqanel {1}
Project {0} not found,Man xriqitaj ta ri nuk'samaj {0}
Project {0} to Frappe Projects,Nuk'samaj {0} pa Frappe Projects
Project:,Nuk'samaj:
Projects,Taq nuk'samaj
projects,taq nuk'samaj
Projects created:,Taq nuk'samaj b'an:
Projects Overview,Ruwach ronojel re taq nuk'samaj
Projects skipped:,Taq nuk'samaj elan:
Projects updated:,Taq nuk'samaj k'exon:
Promote failed,Man xutzir ta ri uni'maxik
Promote to task,Ni'maj pa samaj
Promoted to task,Ni'maxon pa samaj
Propose,Ya'oj kan
Propose New Time,Ya'oj kan jun k'ak' ramaj
Propose Time,Ya'oj kan ramaj
Proposed End,Rik'isik ya'on kan
Proposed Start,Rutikirib'al ya'on kan
Public,Chi kiwach konojel
Quick Action,Anim b'anoj
Quick Actions,Anim taq b'anoj
Quick Stats,Anim rajilab'al
Rates,Taq rajil
Receive notifications via email,Kuk'ul taq natab'al pa taqotzij
Receive notifications within the application,Kuk'ul taq natab'al pa ri samajib'al
Recent Activity,K'ak' b'anob'al
Recipient {0} is not a valid user,Ri {0} man jun utzilaj okisanel ta
Reference,Tzij
Refresh,K'ak'arisaj
Related,K'utunik
Related Company (optional),Nimaq molaj k'utunik (we kawaj)
Related Documents,Taq wuj k'utunik
Related Project,Nuk'samaj k'utunik
Remaining,K'o na
Reminder,Natab'al
Reminder Lead Time,Ramaj natab'al
Reminder: {0} - {1} at {2},Natab'al: {0} - {1} pa {2}
Remove,Elesaj
Remove dependency,Elesaj ri tob'al
Remove dependency on,Elesaj ri tob'al pa
Remove from group,Elesaj pa ri molaj
Remove group dependency,Elesaj ri tob'al re molaj
Remove skill,Elesaj ri etamab'al
Reopen,Jaqaj chik
Reopen thread,Jaqaj chik ri tzijonik
reopened,jaqon chik
replies,taq tzalij tzij
Reply,Tzalij tzij
reply,tzalij tzij
Replying to,Katzalij tzij chi re
Replying to comment,Katzalij tzij chi re ri tzij
Report Defect,B'ij jun itzelal
Reported Date,Q'ij xb'ix
Reports,Taq ruch'ob'al
Reports To,Kuya' retal chi re
Request Submitted!,Ri tz'onoj xtaq!
Required,Rajawaxik
required,rajawaxik
Research,Tz'ukuxik
Reset to Defaults,Tzalij pa taq rajil ya'on kanoq
Resolve,Chojmirisaj
Resolve thread,Chojmirisaj ri tzijonik
Resolved,Chojmirisam
Resolved date cannot be before reported date,Ri q'ij uchojmirisaxik man tikirel ta nab'e chuwach ri q'ij xb'ix
Resource,Tob'anel
Resource and skill name are required,Ri tob'anel xuquje' ri ub'i' ri etamab'al e rajawaxik
Resource is already an attendee,Ri tob'anel k'o chik chi kixol ri e okinaq
Resource name is required,Ri ub'i' ri tob'anel rajawaxik
Resource not found,Man xriqitaj ta ri tob'anel
Resource synced from employee {0},Ri tob'anel xjunamax pa ri ajsamaj {0}
Resource {0} is already assigned to this task ({1}),Ri tob'anel {0} ya'on chik chi re re ri samaj ({1})
Resource {0} not found,Man xriqitaj ta ri tob'anel {0}
Resources,Taq winaq
Retry,Tijoj chik
Review,Chajixik
Review all relevant documents and contracts,Tachajij ronojel ri taq wuj xuquje' taq uxe'al
Reviews,Taq chajixik
Risk Assessment,Rajilab'exik ri k'ax
Rollback,Tzalij kan
Rolled back,Xtzalij kan
Room or address,Ja o ochoch
RSVP,RSVP
Safety,Jikomal
Sat,Wuq
Save,Yakoj
"Save a project as a template, or import one from a JSON file.","Yakoj jun nuk'samaj achi'el ruwachib'al, o yakoj jun pa jun JSON yakb'al."
Save as Template,Yakoj achi'el ruwachib'al
Save Changes,Yakoj ri taq jaloj
Save failed,Man xutzir ta ri uyakik
Save Preferences,Yakoj ri taq chaq'ab'
Save Template,Yakoj ri ruwachib'al
Saving...,Kayak...
Schedule,Cholaj
Schedule type is required for scheduled triggers,Ri ruwach cholaj rajawaxik re ri taq b'anoj ya'on cholaj
Scheduled,Ya'on pa cholaj
Search,Tzukuj
"Search by name, email, or skill...","Tzukuj rumal b'i'aj, taqotzij o etamab'al..."
Search for a project...,Tzukuj jun nuk'samaj...
