Off Track,Off Track
Offer,Offer
Offer Prepared,Offer Prepared
Oldest First,Oldest First
On Hold,On Hold
On Leave,On Leave
On Track,On Track
On-Time Rate,On-Time Rate
Only administrators can delete activities,Only administrators can delete activities
Only the comment author or administrators can delete comments,Only the comment author or administrators can delete comments
Only you and admins,Only you and admins
Open,Open
Open in Desk,Open in Desk
Open Task Log,Open Task Log
Open Tasks,Open Tasks
Optional,Optional
optional,optional
Or email us directly at,Or email us directly at
Orga Project {0} from Frappe Projects,Orga Project {0} from Frappe Projects
Orga Task {0} from Frappe,Orga Task {0} from Frappe
Organizer,Organiser
Other,Other
Over Budget,Over Budget
Overall Progress,Overall Progress
Overall Utilization,Overall Utilization
Overallocated,Overallocated
Overdue,Overdue
overdue,overdue
Overdue Tasks,Overdue Tasks
Overview,Overview
Owner,Owner
Page Not Found,Page Not Found
Parent,Parent
Parent comment must belong to the same document,Parent comment must belong to the same document
Parent comment not found,Parent comment not found
Parent project not synced to Frappe yet,Parent project not synced to Frappe yet
Parent project sync not enabled,Parent project sync not enabled
Partner,Partner
Pending,Pending
per page,per page
Perform initial assessment and background check,Perform initial assessment and background check
Permanently remove this event,Permanently remove this event
Permanently remove this task,Permanently remove this task
Phone,Phone
Pin,Pin
Pin Activity,Pin Activity
Pin to top,Pin to top
Pinned,Pinned
Planned budget for this task,Planned budget for this task
Planning,Planning
Please describe your question or issue in detail...,Please describe your question or issue in detail...
Please login to access Orga,Please login to access Orga
Please login to access the client portal,Please login to access the client portal
Please respond to this invitation in Orga,Please respond to this invitation in Orga
Please select an image file,Please select an image file
Please try again,Please try again
Please type,Please type
Portal,Portal
Portal access revoked for {0},Portal access revoked for {0}
Portal user created successfully. Welcome email {0},Portal user created successfully. Welcome email {0}
Post,Post
Powered by,Powered by
Powered by Tonic,Powered by Tonic
Predecessors (Blocked By),Predecessors (Blocked By)
Preferences,Preferences
Preferences saved successfully,Preferences saved successfully
"Prefix for auto-generated project codes (e.g., ORG-2026-0001)","Prefix for auto-generated project codes (e.g., ORG-2026-0001)"
Prepare and document offer terms,Prepare and document offer terms
Press,Press
Preview,Preview
Preview cascade before applying,Preview cascade before applying
Previous,Previous
Priority,Priority
Priority assigned to new tasks,Priority assigned to new tasks
Priority updated,Priority updated
Proficiency,Proficiency
Profile,Profile
Progress,Progress
Progress (High-Low),Progress (High-Low)
Progress (Low-High),Progress (Low-High)
Progress Overview,Progress Overview
Progress updated,Progress updated
Project,Project
Project budget has been saved.,Project budget has been saved.
Project code (e.g. ORG-2026-0001),Project code (e.g. ORG-2026-0001)
Project Code Prefix,Project Code Prefix
Project created,Project created
Project deleted,Project deleted
Project description has been saved.,Project description has been saved.
Project Details,Project Details
Project end date has been saved.,Project end date has been saved.
Project Files,Project Files
Project has no linked client,Project has no linked client
Project Health,Project Health
Project Info,Project Info
Project is required,Project is required
Project is required for project context,Project is required for project context
Project is required when tracking context is 'project',Project is required when tracking context is 'project'
Project Manager,Project Manager
Project Name,Project Name
Project name and template name are required,Project name and template name are required
Project name is required,Project name is required
Project not found,Project not found
Project not found or you do not have access,Project not found or you do not have access
Project settings,Project settings
Project start date has been saved.,Project start date has been saved.
Project title has been saved.,Project title has been saved.
Project Type,Project Type
Project updated,Project updated
Project {0} linked to client {1},Project {0} linked to client {1}
Project {0} not found,Project {0} not found
Project {0} to Frappe Projects,Project {0} to Frappe Projects
Project:,Project:
projects,projects
Projects,Projects
Projects created:,Projects created:
Projects Overview,Projects Overview
Projects skipped:,Projects skipped:
Projects updated:,Projects updated:
Promote failed,Promote failed
Promote to task,Promote to task
Promoted to task,Promoted to task
Propose,Propose
Propose New Time,Propose New Time
Propose Time,Propose Time
Proposed End,Proposed End
Proposed Start,Proposed Start
Public,Public
Quick Action,Quick Action
Quick Actions,Quick Actions
Quick Stats,Quick Stats
Rates,Rates
Receive notifications via email,Receive notifications via email
Receive notifications within the application,Receive notifications within the application
Recent Activity,Recent Activity
Recipient {0} is not a valid user,Recipient {0} is not a valid user
Reference,Reference
Refresh,Refresh
Related,Related
Related Company (optional),Related Company (optional)
Related Documents,Related Documents
Related Project,Related Project
Remaining,Remaining
Reminder,Reminder
Reminder Lead Time,Reminder Lead Time
Reminder: {0} - {1} at {2},Reminder: {0} - {1} at {2}
Remove,Remove
Remove dependency,Remove dependency
Remove dependency on,Remove dependency on
Remove from group,Remove from group
Remove group dependency,Remove group dependency
Remove skill,Remove skill
Reopen,Reopen
Reopen thread,Reopen thread
reopened,reopened
replies,replies
Reply,Reply
reply,reply
Replying to,Replying to
Replying to comment,Replying to comment
Report Defect,Report Defect
Reported Date,Reported Date
Reports,Reports
Reports To,Reports To
Request Submitted!,Request Submitted!
Required,Required
required,required
Research,Research
Reset to Defaults,Reset to Defaults
Resolve,Resolve
Resolve thread,Resolve thread
Resolved,Resolved
Resolved date cannot be before reported date,Resolved date cannot be before reported date
Resource,Resource
Resource and skill name are required,Resource and skill name are required
Resource is already an attendee,Resource is already an attendee
Resource name is required,Resource name is required
Resource not found,Resource not found
Resource synced from employee {0},Resource synced from employee {0}
Resource {0} is already assigned to this task ({1}),Resource {0} is already assigned to this task ({1})
Resource {0} not found,Resource {0} not found
Resources,Resources
Retry,Retry
Review,Review
Review all relevant documents and contracts,Review all relevant documents and contracts
Reviews,Reviews
Risk Assessment,Risk Assessment
Rollback,Rollback
Rolled back,Rolled back
Room or address,Room or address
RSVP,RSVP
Safety,Safety
Sat,Sat
Save,Save
"Save a project as a template, or import one from a JSON file.","Save a project as a template, or import one from a JSON file."
Save as Template,Save as Template
Save Changes,Save Changes
Save failed,Save failed
Save Preferences,Save Preferences
Save Template,Save Template
Saving...,Saving...
Schedule,Schedule
Schedule type is required for scheduled triggers,Schedule type is required for scheduled triggers
Scheduled,Scheduled
Search,Search
"Search by name, email, or skill...","Search by name, email, or skill..."
Search for a project...,Search for a project...
Search for a task...,Search for a task...
Search for an event...,Search for an event...
Search for people to invite...,Search for people to invite...
Search tasks to link...,Search tasks to link...
Search tasks...,Search tasks...
Search...,Search...
Searching...,Searching...
Seen,Seen
Select a project if your request is related to a specific project.,Select a project if your request is related to a specific project.
Select a project...,Select a project...
Select a task from the Gantt chart to view and manage its details.,Select a task from the Gantt chart to view and manage its details.
Select a task from the list or Kanban board to view and manage its details.,Select a task from the list or Kanban board to view and manage its details.
Select a template...,Select a template...
Select priority...,Select priority...
Select status...,Select status...
Select task...,Select task...
Select type...,Select type...
Selection,Selection
Send,Send
Send comment,Send comment
Send email invitations to attendees,Send email invitations to attendees
Send Invitations,Send Invitations
Send notification when a task is assigned to a user,Send notification when a task is assigned to a user
Send notification when task status changes,Send notification when task status changes
Send reminder before task due date,Send reminder before task due date
sent,sent
Set rate,Set rate
Settings,Settings
Settings saved successfully,Settings saved successfully
Severity,Severity
SF (Start-Finish),SF (Start-Finish)
SF - Start-to-Finish,SF - Start-to-Finish
Show,Show
Show all,Show all
Show all changes,Show all changes
Show Archived,Show Archived
Show full diff,Show full diff
Show less,Show less
Show more,Show more
Skill added,Skill added
Skill is required,Skill is required
Skill Name,Skill Name
Skill removed,Skill removed
Skill {0} already exists for this resource,Skill {0} already exists for this resource
Skills,Skills
Skills & Competencies,Skills & Competencies
Skip already migrated projects,Skip already migrated projects
Sort by,Sort by
Sort: Due Date,Sort: Due Date
Sort: Priority,Sort: Priority
Sort: Project,Sort: Project
Sort: Status,Sort: Status
Sort: Task,Sort: Task
Source Code,Source Code
Spent,Spent
Spent:,Spent:
SS (Start-Start),SS (Start-Start)
SS - Start-to-Start,SS - Start-to-Start
Standalone,Standalone
Start,Start
Start a discussion below,Start a discussion below
Start Date,Start Date
Start date,Start date
Start Date (Earliest),Start Date (Earliest)
Start date updated,Start date updated
Start date/time is required,Start date/time is required
Start Migration,Start Migration
Start the conversation below.,Start the conversation below.
Start Timer,Start Timer
Start typing to search...,Start typing to search...
Start-to-Finish,Start-to-Finish
Start-to-Start,Start-to-Start
Start:,Start:
Statistics reset,Statistics reset
Status,Status
Status assigned to new projects,Status assigned to new projects
Status assigned to new tasks,Status assigned to new tasks
Status Changes,Status Changes
Status updated,Status updated
Status:,Status:
Stop,Stop
Stop & Save,Stop & Save
Stop Timer,Stop Timer
Stops current timer and starts for this event,Stops current timer and starts for this event
Stops current timer and starts for this task,Stops current timer and starts for this task
Subject,Subject
Subject cannot exceed 255 characters,Subject cannot exceed 255 characters
Subject is required,Subject is required
Submit,Submit
Submit Another Request,Submit Another Request
Submit Request,Submit Request
Submitting...,Submitting...
Successfully saved,Successfully saved
Successors (Blocking),Successors (Blocking)
Sun,Sun
Supplier,Supplier
Support,Support
Switch to this event,Switch to this event
Switch to this task,Switch to this task
Sync direction is set to Frappe to Orga only,Sync direction is set to Frappe to Orga only
Sync direction is set to Orga to Frappe only,Sync direction is set to Orga to Frappe only
Sync not enabled for this project,Sync not enabled for this project
System,System
Table,Table
Take ownership of this task,Take ownership of this task
Target Date,Target Date
Target End,Target End
Target Project,Target Project
Target user is required for '{0}' action,Target user is required for '{0}' action
task,task
Task,Task
Task '{0}' is due on {1}.,Task '{0}' is due on {1}.
Task and resource are required,Task and resource are required
Task Assignment,Task Assignment
Task cannot be its own parent,Task cannot be its own parent
Task cannot depend on itself,Task cannot depend on itself
Task cannot depend on the group it belongs to,Task cannot depend on the group it belongs to
Task created,Task created
Task deleted,Task deleted
Task description has been saved.,Task description has been saved.
Task Details,Task Details
Task due in {0} days: {1},Task due in {0} days: {1}
Task due today: {0},Task due today: {0}
Task due tomorrow: {0},Task due tomorrow: {0}
Task duplicated,Task duplicated
Task Group,Task Group
Task ID is required,Task ID is required
Task is blocked by incomplete dependencies,Task is blocked by incomplete dependencies
Task is cancelled,Task is cancelled
Task is completed,Task is completed
Task is no longer blocked by a group,Task is no longer blocked by a group
Task is required for task context,Task is required for task context
Task is required when tracking context is 'task',Task is required when tracking context is 'task'
Task linked,Task linked
Task moved,Task moved
Task name,Task name
Task name is required,Task name is required
Task removed from group,Task removed from group
Task Subject,Task Subject
Task subject is required,Task subject is required
Task Type,Task Type
Task unblocked: {0},Task unblocked: {0}
Task unlinked,Task unlinked
Task updated,Task updated
Task {0} not found,Task {0} not found
Task {0} not in project {1},Task {0} not in project {1}
Task {0} to Frappe,Task {0} to Frappe
Tasks,Tasks
tasks,tasks
Tasks and milestones will be created with dates relative to the project start date.,Tasks and milestones will be created with dates relative to the project start date.
Tasks assigned to you across all projects.,Tasks assigned to you across all projects.
Tasks created:,Tasks created:
Tasks from projects you manage.,Tasks from projects you manage.
Tasks updated:,Tasks updated:
"Tasks, milestones, and dependencies have been created.","Tasks, milestones, and dependencies have been created."
Tasks:,Tasks:
TBD,TBD
Team,Team
Team Members,Team Members
Template,Template
Template applied,Template applied
Template data is required in import data,Template data is required in import data
Template has no data,Template has no data
Template Name,Template Name
Template name,Template name
Template name is required,Template name is required
Template name is required in import data,Template name is required in import data
Template saved,Template saved
Template updated successfully.,Template updated successfully.
Template {0} not found,Template {0} not found
Templates,Templates
Tentative,Tentative
The comment has been deleted,The comment has been deleted
The project,The project
The source document may have been deleted.,The source document may have been deleted.
The source document will not be affected.,The source document will not be affected.
The status of '{0}' was changed from {1} to {2}.,The status of '{0}' was changed from {1} to {2}.
Theme,Theme
Theme preference,Theme preference
This action,This action
This action cannot be undone.,This action cannot be undone.
This activity has been flagged for attention,This activity has been flagged for attention
This is a reminder for your upcoming appointment,This is a reminder for your upcoming appointment
This method is only meant for developer mode,This method is only meant for developer mode
This page wandered off,This page wandered off
This Week,This Week
This will delete all notes and preferences associated with this activity.,This will delete all notes and preferences associated with this activity.
This will import all Frappe Projects into Orga. Continue?,This will import all Frappe Projects into Orga. Continue?
This will permanently delete,This will permanently delete
This will permanently delete:,This will permanently delete:
Thu,Thu
Time,Time
Time & Billing,Time & Billing
Time & Revenue,Time & Revenue
Time Entries,Time Entries
Time log name is required,Time log name is required
Time Log not found,Time Log not found
Time log {0} not found,Time log {0} not found
Time Logs,Time Logs
Time Summary,Time Summary
Time Tracking,Time Tracking
Timeline,Timeline
Timer active on,Timer active on
Timer is not running,Timer is not running
Timer Running,Timer Running
Timer running,Timer running
Timesheet DocType not available,Timesheet DocType not available
Timesheets,Timesheets
Timezone,Timezone
Timezone is detected from your browser,Timezone is detected from your browser
Title,Title
Title cannot exceed 255 characters,Title cannot exceed 255 characters
Title is required,Title is required
Title updated,Title updated
To,To
to,to
to cancel,to cancel
to close,to close
to confirm:,to confirm:
to edit,to edit
"to save,","to save,"
To Time cannot be before From Time,To Time cannot be before From Time
Today,Today
today,today
Toggle billable,Toggle billable
Toggle Details Panel,Toggle Details Panel
Toggle Manager Panel,Toggle Manager Panel
Toggle Sidebar,Toggle Sidebar
Tomorrow,Tomorrow
tomorrow,tomorrow
Total,Total
Total Budget,Total Budget
Total Contacts,Total Contacts
Total Cost,Total Cost
Total Cost to Org,Total Cost to Org
Total Defect Cost,Total Defect Cost
Total Hours,Total Hours
Total Hours Logged,Total Hours Logged
Total Projects,Total Projects
Total Spent,Total Spent
Total Tasks,Total Tasks
Total:,Total:
Tracked,Tracked
trails to today while Open at 0%,trails to today while Open at 0%
Tried:,Tried:
Try adjusting your filter criteria,Try adjusting your filter criteria
Try adjusting your filters.,Try adjusting your filters.
Try Again,Try Again
Tue,Tue
Type,Type
Type updated,Type updated
Type:,Type:
Typical response time: 1-2 business days,Typical response time: 1-2 business days
Unarchive,Unarchive
Unarchive Activity,Unarchive Activity
Unassign,Unassign
Unassigned,Unassigned
Under Budget,Under Budget
Ungrouped,Ungrouped
Unknown,Unknown
Unknown error,Unknown error
Unlink failed,Unlink failed
Unlink task from milestone,Unlink task from milestone
Unpin,Unpin
Unpin Activity,Unpin Activity
Unread,Unread
Unread only,Unread only
Until,Until
Up to Date,Up to Date
Upcoming,Upcoming
upcoming,upcoming
Update,Update
Update Available,Update Available
Update available,Update available
Update available: v{0},Update available: v{0}
Update check failed: {0},Update check failed: {0}
Update failed,Update failed
Updated,Updated
Updated successfully,Updated successfully
Updates,Updates
Upload,Upload
Upload failed,Upload failed
Upload files below to attach them to this task.,Upload files below to attach them to this task.
Upload to project,Upload to project
Uploading...,Uploading...
Urgent,Urgent
User {0} is already linked to client {1},User {0} is already linked to client {1}
User {0} is already linked to resource {1},User {0} is already linked to resource {1}
Utilization,Utilization
Valid,Valid
Value:,Value:
Variance,Variance
Variance:,Variance:
Version {0} is available. You are running {1}.,Version {0} is available. You are running {1}.
View,View
View All,View All
View all active projects,View all active projects
View all open tasks,View all open tasks
View overdue tasks,View overdue tasks
View Release,View Release
Visibility,Visibility
Waiting for this task,Waiting for this task
Waits for:,Waits for:
Warning: Resource {0} status is {1},Warning: Resource {0} status is {1}
Warning: Using HTTP instead of HTTPS. Webhook payloads may not be secure.,Warning: Using HTTP instead of HTTPS. Webhook payloads may not be secure.
Watch budget closely,Watch budget closely
We'll respond to:,We'll respond to:
Webhook deleted,Webhook deleted
Webhook name is required,Webhook name is required
Webhook not found,Webhook not found
Webhook URL is required,Webhook URL is required
Webhook URL must start with http:// or https://,Webhook URL must start with http:// or https://
Wed,Wed
Week,Week
Weekend,Weekend
Weekly Capacity,Weekly Capacity
weekly capacity,weekly capacity
Weekly Capacity (h),Weekly Capacity (h)
Welcome,Welcome
Welcome back!,Welcome back!
Welcome to Orga,Welcome to Orga
What are you working on?,What are you working on?
What did you work on?,What did you work on?
When,When
When work begins,When work begins
When work is due,When work is due
Where,Where
Will capture:,Will capture:
Will create:,Will create:
with checklist items,with checklist items
Working,Working
Workload,Workload
Workmanship,Workmanship
Write a comment...,Write a comment...
Write a comment... Use @name to mention (Ctrl+Enter to send),Write a comment... Use @name to mention (Ctrl+Enter to send)
Year,Year
Yes,Yes
Yesterday,Yesterday
yesterday,yesterday
You are not an attendee of this appointment,You are not an attendee of this appointment
You are not linked to any resource,You are not linked to any resource
You are running the latest version of Orga.,You are running the latest version of Orga.
You can only delete your own comments,You can only delete your own comments
You can only delete your own reactions,You can only delete your own reactions
You do not have access to the client portal. Please contact support.,You do not have access to the client portal. Please contact support.
You have already reacted with '{0}',You have already reacted with '{0}'
You have been assigned to task '{0}' in project '{1}'.,You have been assigned to task '{0}' in project '{1}'.
You have been assigned to: {0},You have been assigned to: {0}
You have been invited to the following appointment,You have been invited to the following appointment
You have no tasks assigned to you right now.,You have no tasks assigned to you right now.
You were mentioned in {0},You were mentioned in {0}
Your attendance,Your attendance
Your comment has been posted,Your comment has been posted
Your Projects,Your Projects
Your projects will appear here once they're assigned to you.,Your projects will appear here once they're assigned to you.
Your Response,Your Response
Your RSVP,Your RSVP
Your support request has been submitted successfully.,Your support request has been submitted successfully.
Your support request has been submitted successfully. We'll get back to you shortly.,Your support request has been submitted successfully. We'll get back to you shortly.
"Your task ""{0}"" is no longer blocked and can now be started.","Your task ""{0}"" is no longer blocked and can now be started."
{0} is required,{0} is required
{0} new activities,{0} new activities
{0} of {1} completed,{0} of {1} completed
{0} projects already migrated (will be skipped or updated),{0} projects already migrated (will be skipped or updated)
{0} status changed to {1},{0} status changed to {1}
{0} tasks remaining,{0} tasks remaining
{0} tasks without projects will be skipped,{0} tasks without projects will be skipped
{0} {1} not found,{0} {1} not found
