Frappe Project {0} not found,Projeya Frappe {0} nehat dîtin
Frappe Projects Migration,Koçkirina Projeyên Frappe
Frappe Projects module not available,Modula Projeyên Frappe berdest nîne
Frappe Projects module not installed,Modula Projeyên Frappe nehatiye sazkirin
Frappe Projects sync is not enabled,Hevdengkirina Projeyên Frappe ne çalak e
Frappe Task DocType not found,DocType ya Peywira Frappe nehat dîtin
Frappe Task has no project,Peywira Frappe projeyê tune
Frappe Task {0} not found,Peywira Frappe {0} nehat dîtin
Fri,Înî
From,Ji
From Template,Ji Şablonê
FS (Finish-Start),DD (Dawî-Destpêk)
FS - Finish-to-Start (default),DD - Dawî-bo-Destpêk (pêşwext)
Full form view with audit trail,Dîtina forma tevahî bi şopandina kontrolê
Full name,Navê tevahî
Gantt,Gantt
Gantt Chart,Nexşeya Gantt
Gantt View,Dîtina Gantt
General Note,Nota Giştî
Get started,Dest pê bike
Go back,Vegere
Go Back,Go Back
Group by,Kom bike li gorî
Group dependency removed,Pêwendiya komê hat rakirin
Group dependency set,Pêwendiya komê hat destnîşankirin
Group removed,Kom hat rakirin
Group updated,Kom hat nûkirin
Hammock task dates are auto-calculated and cannot be changed manually,Dîrokên peywira hammock otomatîk têne hesabkirin û bi destan nayên guherandin
Have a question or need assistance? Fill out the form below and our team will get back to you.,Pirsek heye an alîkariyê hewce ne? Forma jêr dagirin û tîmê me dê bi we re têkilî daynin.
Health,Tenduristî
Healthy,Saxlem
Hello {0},Silav {0}
Here's what's happening with your projects today.,Li vir e ku îro bi projeyên we re çi diqewime.
Hide,Veşêre
High,Bilind
History,Dîrok
Home,Serûpel
Hourly Cost,Lêçûna Demjimêrî
Hours,Saet
hours,saet
Hours Logged,Saetên Tomarkirî
ID,Nasname
Image must be smaller than 5 MB,Wêne divê ji 5 MB biçûktir be
Import,Hawirdekirin
Import existing projects and tasks from Frappe Projects module,Proje û peywirên heyî ji modula Projeyên Frappe hawirde bike
Import failed,Hawirdekirin têk çû
Import Template,Şablonê Hawirde Bike
Imported,Hatiye hawirdekirin
in,di
In Progress,Di Pêşveçûnê De
In Review,Di Lêkolînê De
In-app notifications,Agahdariyên di serlêdanê de
Inactive,Neçalak
Initial Review,Lêkolîna Destpêkê
Installed Version,Installed Version
Insufficient permissions to view all tasks,Destûrên têr ji bo dîtina hemû peywiran tune
Intermediate,Navîn
Internal,Hundirîn
Invalid DocType,DocType ya nederbasdar
Invalid DocType for import,DocType ya nederbasdar ji bo hawirdekirinê
Invalid item type: {0},Cureyê babetê nederbasdar: {0}
Invalid JSON data,Daneyên JSON yên nederbasdar
Invalid note type. Must be one of: {0},Cureyê notê nederbasdar. Divê yek ji van be: {0}
Invalid project reference,Referansa projeyê nederbasdar
Invalid reaction type. Must be one of: {0},Cureyê bertêkê nederbasdar. Divê yek ji van be: {0}
Invalid RSVP status,Rewşa RSVP ya nederbasdar
Invalid status. Must be one of: {0},Rewşa nederbasdar. Divê yek ji van be: {0}
Invalid status: {0},Rewşa nederbasdar: {0}
Invalid status: {0}. Must be one of: {1},Rewşa nederbasdar: {0}. Divê yek ji van be: {1}
Invalid tracking context: {0},Çarçoveya şopandinê ya nederbasdar: {0}
Invalid visibility. Must be one of: {0},Xuyaniya nederbasdar. Divê yek ji van be: {0}
Invitation: {0} - {1} at {2},Vexwendname: {0} - {1} di {2}
Invite People,Kesan Vexwîne
"It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe.","It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe."
Item added,Babet hat zêdekirin
Item ID is required,Nasnameya babetê pêwîst e
Item removed,Babet hat rakirin
Item type is required,Cureyê babetê pêwîst e
Item {0} not found,Babetê {0} nehat dîtin
Job title or role,Pileya karî an rol
Join Meeting,Beşdarî Civînê Bibe
Just now,Niha
just now,niha
Kanban,Kanban
Kanban Board,Tabloya Kanban
Kanban View,Dîtina Kanban
Keyboard Shortcuts,Kurterêyên Klavyeyê
Keyboard shortcuts (?),Kurterêyên klavyeyê (?)
Last checked: {0},Last checked: {0}
Last Updated,Nûkirina Dawî
Last updated:,Nûkirina dawî:
Last Week,Hefteya Borî
Latest Version,Latest Version
Light,Ronahî
Link failed,Girêdan têk çû
Link Task,Peywirê Girêde
Linked,Girêdayî
Linked employee not found,Karkerê girêdayî nehat dîtin
Linked Tasks,Peywirên Girêdayî
List,Lîste
List View,Dîtina Lîsteyê
Load failed,Barkirin têk çû
Load More,Bêtir Bar Bike
Load more comments,Bêtir şîroveyan bar bike
Loading activity...,Çalakî tê barkirin...
Loading changes...,Guhertin têne barkirin...
Loading checklist...,Lîsteya kontrolê tê barkirin...
Loading comments...,Şîrove têne barkirin...
Loading contact...,Têkilî tê barkirin...
Loading contacts...,Têkilî têne barkirin...
Loading dependencies...,Pêwendî têne barkirin...
Loading details...,Hûrgulî têne barkirin...
Loading discussion...,Nîqaş tê barkirin...
Loading events...,Bûyer têne barkirin...
Loading files...,Dosye têne barkirin...
Loading notes...,Not têne barkirin...
Loading preferences...,Tercîh têne barkirin...
Loading project...,Proje tê barkirin...
Loading projects...,Proje têne barkirin...
Loading replies...,Bersiv têne barkirin...
Loading report data...,Daneyên raporê têne barkirin...
Loading settings...,Mîheng têne barkirin...
Loading task...,Peywir tê barkirin...
Loading templates...,Şablon têne barkirin...
Loading time logs...,Tomarên demê têne barkirin...
Loading your portal...,Portala we tê barkirin...
Loading...,Tê barkirin...
Location,Cih
Log Time,Demê Tomar Bike
Logout,Derkeve
Low,Nizm
Make Offer,Pêşniyar Bike
Manager,Rêvebir
Manual Entry,Têketina Bi Destan
Margin,Marjîn
Mark all as read,Hemûyan wekî xwendî nîşan bike
Mark all read,Hemûyan xwendî nîşan bike
Mark as read,Wekî xwendî nîşan bike
Mark as unread,Wekî nexwendî nîşan bike
Mark read,Xwendî nîşan bike
Marking...,Tê nîşankirin...
Material,Materyal
Maybe,Belkî
Medium,Navîn
Meeting,Civîn
Meeting Link,Girêdana Civînê
Meeting title,Sernivîsa civînê
Meeting URL,URL ya Civînê
Meetings,Civîn
Mention,Behskirin
Message,Peyam
Message is required,Peyam pêwîst e
Message is required for '{0}' action,Peyam ji bo çalakiya '{0}' pêwîst e
Migrate,Koç Bike
Migration Complete,Koçkirin Temam Bû
Migration ID:,Nasnameya Koçkirinê:
Migration log not found: {0},Tomara koçkirinê nehat dîtin: {0}
milestone,qonaxa girîng
Milestone,Qonaxa Girîng
Milestone created,Qonaxa girîng hat afirandin
Milestone description has been saved.,Danasîna qonaxa girîng hat tomarkirin.
Milestone ID is required,Nasnameya qonaxa girîng pêwîst e
Milestone marked as Missed (past due date),Qonaxa girîng wekî Derbasbûyî hat nîşankirin (dîroka dawî derbas bû)
Milestone moved,Qonaxa girîng hat veguhestin
Milestone Name,Navê Qonaxa Girîng
Milestone name has been saved.,Navê qonaxa girîng hat tomarkirin.
Milestone name is required,Navê qonaxa girîng pêwîst e
Milestone updated,Qonaxa girîng hat nûkirin
Milestone {0} not found,Qonaxa girîng {0} nehat dîtin
Milestone {0} not in project {1},Qonaxa girîng {0} di projeya {1} de nîne
milestones,qonaxên girîng
Milestones,Qonaxên Girîng
Milestones:,Qonaxên Girîng:
Minutes,Deqîqe
Missed,Derbasbûyî
Mixed,Tevlihev
Mobile,Mobîl
Moderate,Navîn
Modified,Guhertî
"Modify details, time, or attendees","Hûrgulî, dem, an beşdaran biguherîne"
Mon,Duş
Month,Meh
Move failed,Veguhestin têk çû
Must be a positive number,Divê jimarek erênî be
Must finish before this finishes,Divê berî dawîbûna vê biqede
Must finish before this starts,Divê berî destpêkirina vê biqede
Must start before this finishes,Divê berî dawîbûna vê dest pê bike
Must start before this starts,Divê berî destpêkirina vê dest pê bike
My Assignments,Peywirkirinên Min
My Projects,Projeyên Min
My Schedule,Bernameya Min
My Tasks,Peywirên Min
N/A,N/A
Name,Nav
Name (A-Z),Nav (A-Z)
Name (Z-A),Nav (Z-A)
Name cannot exceed 255 characters,Nav nikare ji 255 tîpan derbas bibe
Need help?,Alîkarî hewce ye?
Needs Attention,Baldariyê Hewce Dike
Never,Never
new activities,çalakiyên nû
New Activity,Çalakiya Nû
New activity,Çalakiya nû
New Event,Bûyera Nû
New index is required,Indeksa nû pêwîst e
New Project,Projeya Nû
New tasks will auto-trail by default.,Peywirên nû dê bi pêşwext şop-otomatîk bikin.
Newest First,Nûtirîn Pêşî
Next,Pêş
Next 14 days,14 rojên pêş
Next 30 days,30 rojên pêş
Next 60 days,60 rojên pêş
Next 7 days,7 rojên pêş
Next 90 days,90 rojên pêş
Next Week,Hefteya Pêş
Next:,Pêş:
No,Na
No active assignments,Peywirkirinên çalak tune
No active projects,Projeyên çalak tune
No active timer found,Demjimêrê çalak nehat dîtin
No activity selected,Çalakî nehat hilbijartin
No assignments found,Peywirkirin nehat dîtin
No attendees,Beşdar tune
no change,guhertin tune
No changes for this field.,Ji bo vê qadê guhertin tune.
No changes recorded for this activity.,Ji bo vê çalakiyê guhertin nehatin tomarkirin.
No checklist items yet,Hêj babetên lîsteyê tune
No checklist items yet.,Hêj babetên lîsteyê tune.
No comments yet,Hêj şîrove tune
No comments yet.,Hêj şîrove tune.
No contacts available,Têkilî berdest nînin
No content for this tab,Ji bo vê tabê naverok tune
No data available,Dane berdest nînin
No data available for the selected filters,Ji bo fîlterên hilbijartî dane berdest nînin
No data to export,Dane ji bo hinardekirin tune
No dates set,Dîrok nehatine destnîşankirin
No defects reported,Kêmasî nehatine ragihandin
No dependencies defined,Pêwendî nehatine diyarkirin
No description,Danasîn tune
No discussion yet.,Hêj nîqaş tune.
No documents attached,Belge nehatine girêdan
No due date,Dîroka dawî tune
No employee linked to this resource,Karker bi vê çavkaniyê re nehatiye girêdan
No ERPNext employee linked to resource,Karkerê ERPNext bi çavkaniyê re nehatiye girêdan
No events found,Bûyer nehat dîtin
No files attached yet.,Hêj dosye nehatine girêdan.
No Frappe Project linked,Projeya Frappe nehatiye girêdan
No Grouping,Komkirin Tune
No items,Babet tune
No matching tasks,Peywirên li hev tên tune
No matching tasks found,Peywirên li hev tên nehat dîtin
No migration history,Dîroka koçkirinê tune
No Milestone,Qonaxa Girîng Tune
No milestones,Qonaxên girîng tune
No milestones defined for this project.,Ji bo vê projeyê qonaxên girîng nehatine diyarkirin.
No notes yet.,Hêj not tune.
No notes yet. Add a due diligence note to track progress.,Hêj not tune. Noteke lêkolîna hûrgulî zêde bike ji bo şopandina pêşveçûnê.
No notifications,Agahdarî tune
No Orga Project linked to Frappe Project {0},Projeya Orga bi Projeya Frappe {0} re nehatiye girêdan
No overdue tasks,Peywirên derengmayî tune
No pending cascade changes,Guherandinên cascade yên li bendê tune
No predecessors - this task can start independently,Pêşdar tune - ev peywir dikare serbixwe dest pê bike
No project,Proje tune
No projects found,Proje nehat dîtin
No Projects Yet,Hêj Proje Tune
No recent activity,Çalakiya dawî tune
No related documents,Belgeyên têkildar tune
No resolved threads.,Mijarên çareserkirî tune.
No resources found,Çavkanî nehat dîtin
No results found,Encam nehat dîtin
No skills listed,Jêhatî nehatine navnîşkirin
No skills recorded yet,Hêj jêhatî nehatine tomarkirin
No successors - no tasks are waiting for this one,Paşdar tune - tu peywir li benda vê peywirê nîne
No task selected,Peywir nehat hilbijartin
No tasks assigned to you,Tu peywir ji we re nehatiye peywirkirin
No tasks available to add,Peywir ji bo zêdekirinê berdest nînin
No tasks found,Peywir nehat dîtin
No tasks linked to this milestone,Tu peywir bi vê qonaxa girîng re nehatiye girêdan
No tasks with dates to display,Peywirên bi dîrokan ji bo nîşandanê tune
No tasks yet,Hêj peywir tune
No team members,Endamên tîmê tune
No template,Şablon tune
No templates yet,Hêj şablon tune
No time data found,Daneyên demê nehat dîtin
No time logged today,Îro dem nehat tomarkirin
No time logged yet,Hêj dem nehat tomarkirin
No time logs for this period,Ji bo vê serdemê tomarên demê tune
No time logs found,Tomarên demê nehat dîtin
No unread notifications,Agahdariyên nexwendî tune
No update information available yet.,No update information available yet.
None,Tu tişt
Not found,Nehat dîtin
Not permitted,Destûr tune
Not permitted to access this project,Destûr tune ji bo gihîştina vê projeyê
Not permitted to access this task,Destûr tune ji bo gihîştina vê peywirê
Not permitted to check for updates,Not permitted to check for updates
Not permitted to comment on this document,Destûr tune ji bo şîrovekirina vê belgeyê
Not permitted to create clients,Destûr tune ji bo afirandina xerîdaran
Not permitted to delete this client,Destûr tune ji bo jêbirina vê xerîdarê
Not permitted to delete this defect,Destûr tune ji bo jêbirina vê kêmasiyê
Not permitted to delete this note,Destûr tune ji bo jêbirina vê notê
Not permitted to delete this project,Destûr tune ji bo jêbirina vê projeyê
Not permitted to delete this task,Destûr tune ji bo jêbirina vê peywirê
Not permitted to delete this time log,Destûr tune ji bo jêbirina vê tomara demê
Not permitted to invite clients,Destûr tune ji bo vexwendina xerîdaran
Not permitted to modify client access,Destûr tune ji bo guherandina gihîştina xerîdar
Not permitted to modify this project,Destûr tune ji bo guherandina vê projeyê
Not permitted to update settings,Destûr tune ji bo nûkirina mîhengan
Not permitted to update this client,Destûr tune ji bo nûkirina vê xerîdarê
Not permitted to view this client,Destûr tune ji bo dîtina vê xerîdarê
not sent,nehat şandin
Not set,Nehat destnîşankirin
Not specified,Nehat diyarkirin
Note,Not
Note (optional),Not (vebijarkî)
Note Content,Naveroka Notê
Note content is required,Naveroka notê pêwîst e
Note name is required,Navê notê pêwîst e
Note not found,Not nehat dîtin
Note Type,Cureyê Notê
Notes,Not
Notification,Agahdarî
Notification not found,Agahdarî nehat dîtin
Notifications,Agahdarî
Off Track,Ji Rêyê Derketî
Offer,Pêşniyar
Offer Prepared,Pêşniyar Hat Amadekirin
Oldest First,Kevintirîn Pêşî
On Hold,Li Bendê
On Leave,Di Betlaneyê De
On Track,Li Ser Rê
On-Time Rate,Rêjeya Di-Demê-De
Only administrators can delete activities,Tenê rêvebir dikarin çalakiyan jêbibin
Only the comment author or administrators can delete comments,Tenê nivîskarê şîroveyê an rêvebir dikarin şîroveyan jêbibin
Only you and admins,Tenê hûn û rêvebir
Open,Vekirî
Open in Desk,Di Desk-ê de Veke
Open Task Log,Tomara Peywirê Veke
Open Tasks,Peywirên Vekirî
Optional,Vebijarkî
optional,vebijarkî
Or email us directly at,An rasterast e-nameyê ji me re bişînin li
Orga Project {0} from Frappe Projects,Projeya Orga {0} ji Projeyên Frappe
Orga Task {0} from Frappe,Peywira Orga {0} ji Frappe
Organizer,Organîzator
Other,Yên Din
Over Budget,Ji Budceyê Derbas
Overall Progress,Pêşveçûna Giştî
Overall Utilization,Bikaranîna Giştî
Overallocated,Zêde Veqetandî
Overdue,Derengmayî
overdue,derengmayî
Overdue Tasks,Peywirên Derengmayî
Overview,Dîtina Giştî
Owner,Xwedî
Page Not Found,Rûpel Nehat Dîtin
Parent,Dêûbav
Parent comment must belong to the same document,Şîroveya dêûbav divê ji heman belgeyê be
Parent comment not found,Şîroveya dêûbav nehat dîtin
Parent project not synced to Frappe yet,Projeya dêûbav hêj bi Frappe re nehatiye hevdengkirin
Parent project sync not enabled,Hevdengkirina projeya dêûbav ne çalak e
Partner,Hevkar
Pending,Li Bendê
per page,li ser rûpelê
Perform initial assessment and background check,Nirxandina destpêkê û kontrola paşxanê pêk bîne
Permanently remove this event,Vê bûyerê bi temamî rake
Permanently remove this task,Vê peywirê bi temamî rake
Phone,Têlefon
Pin,Derzî Bike
Pin Activity,Çalakiyê Derzî Bike
Pin to top,Li jor derzî bike
Pinned,Derzîkirî
Planned budget for this task,Budceya plansazkirî ji bo vê peywirê
Planning,Plansazî
Please describe your question or issue in detail...,Ji kerema xwe pirs an pirsgirêka xwe bi hûrgulî diyar bikin...
Please login to access Orga,Ji kerema xwe têkevin ji bo gihîştina Orga
Please login to access the client portal,Ji kerema xwe têkevin ji bo gihîştina portala xerîdaran
Please respond to this invitation in Orga,Ji kerema xwe di Orga de bersiva vê vexwendnameyê bidin
Please select an image file,Ji kerema xwe dosyeya wêneyê hilbijêrin
Please try again,Ji kerema xwe dîsa biceribînin
Please type,Ji kerema xwe binivîsin
Portal,Portal
Portal access revoked for {0},Gihîştina portalê ji bo {0} hat betalkirin
Portal user created successfully. Welcome email {0},Bikarhênerê portalê bi serkeftî hat afirandin. E-nameya xêrhatinê {0}
Post,Bişîne
Powered by,Bi hêza
Powered by Tonic,Bi hêza Tonic
Predecessors (Blocked By),Pêşdar (Astengkirî Ji Aliyê)
Preferences,Tercîh
Preferences saved successfully,Tercîh bi serkeftî hatin tomarkirin
"Prefix for auto-generated project codes (e.g., ORG-2026-0001)","Pêşgir ji bo kodên projeyên otomatîk afirandî (mînak, ORG-2026-0001)"
Prepare and document offer terms,Şertên pêşniyarê amade bike û tomar bike
Press,Pêl bike
Preview,Pêşdîtin
Preview cascade before applying,Berî bicîhkirinê cascade pêşdîtin bike
Previous,Berê
Priority,Pêşînî
Priority assigned to new tasks,Pêşîniya ku ji peywirên nû re tê dayîn
Priority updated,Pêşînî hat nûkirin
Proficiency,Jêhatîbûn
Profile,Profîl
Progress,Pêşveçûn
Progress (High-Low),Pêşveçûn (Bilind-Nizm)
Progress (Low-High),Pêşveçûn (Nizm-Bilind)
Progress Overview,Dîtina Giştî ya Pêşveçûnê
Progress updated,Pêşveçûn hat nûkirin
Project,Proje
Project budget has been saved.,Budceya projeyê hat tomarkirin.
Project code (e.g. ORG-2026-0001),Koda projeyê (mînak ORG-2026-0001)
Project Code Prefix,Pêşgira Koda Projeyê
Project created,Proje hat afirandin
Project deleted,Proje hat jêbirin
Project description has been saved.,Danasîna projeyê hat tomarkirin.
Project Details,Hûrguliyên Projeyê
Project end date has been saved.,Dîroka dawiya projeyê hat tomarkirin.
Project Files,Dosyeyên Projeyê
Project has no linked client,Projeyê xerîdarê girêdayî tune
Project Health,Tenduristiya Projeyê
Project Info,Agahiyên Projeyê
Project is required,Proje pêwîst e
Project is required for project context,Proje ji bo çarçoveya projeyê pêwîst e
Project is required when tracking context is 'project',Proje pêwîst e dema çarçoveya şopandinê 'proje' ye
Project Manager,Rêvebirê Projeyê
Project Name,Navê Projeyê
Project name and template name are required,Navê projeyê û navê şablonê pêwîst in
Project name is required,Navê projeyê pêwîst e
Project not found,Proje nehat dîtin
Project not found or you do not have access,Proje nehat dîtin an gihîştina we tune
Project settings,Mîhengên projeyê
Project start date has been saved.,Dîroka destpêka projeyê hat tomarkirin.
Project title has been saved.,Sernivîsa projeyê hat tomarkirin.
Project Type,Cureyê Projeyê
Project updated,Proje hat nûkirin
Project {0} linked to client {1},Projeya {0} bi xerîdarê {1} re hat girêdan
Project {0} not found,Projeya {0} nehat dîtin
Project {0} to Frappe Projects,Projeya {0} bo Projeyên Frappe
Project:,Proje:
projects,proje
Projects,Proje
Projects created:,Projeyên afirandî:
Projects Overview,Dîtina Giştî ya Projeyan
Projects skipped:,Projeyên derbasbûyî:
Projects updated:,Projeyên nûkirî:
Promote failed,Pêşxistin têk çû
Promote to task,Bo peywirê pêşxe bike
Promoted to task,Bo peywirê hat pêşxistin
Propose,Pêşniyar Bike
Propose New Time,Dema Nû Pêşniyar Bike
Propose Time,Dem Pêşniyar Bike
Proposed End,Dawiya Pêşniyarkirî
Proposed Start,Destpêka Pêşniyarkirî
Public,Giştî
Quick Action,Çalakiya Bilez
Quick Actions,Çalakiyên Bilez
Quick Stats,Amarên Bilez
Rates,Rêje
Receive notifications via email,Agahdariyên bi riya e-nameyê werbigirin
Receive notifications within the application,Agahdariyên di hundurê serlêdanê de werbigirin
Recent Activity,Çalakiya Dawî
Recipient {0} is not a valid user,Wergir {0} bikarhênerekî derbasdar nîne
Reference,Referans
Refresh,Nû Bike
Related,Têkildar
Related Company (optional),Pargîdaniya Têkildar (vebijarkî)
Related Documents,Belgeyên Têkildar
Related Project,Projeya Têkildar
Remaining,Maye
Reminder,Bîranîn
Reminder Lead Time,Dema Pêşî ya Bîranînê
Reminder: {0} - {1} at {2},Bîranîn: {0} - {1} di {2}
Remove,Rake
Remove dependency,Pêwendiyê rake
Remove dependency on,Pêwendiya bi ... re rake
Remove from group,Ji komê rake
Remove group dependency,Pêwendiya komê rake
Remove skill,Jêhatiyê rake
Reopen,Ji Nû Ve Veke
Reopen thread,Mijarê ji nû ve veke
reopened,ji nû ve hat vekirin
replies,bersiv
Reply,Bersiv
reply,bersiv
Replying to,Bersiva
Replying to comment,Bersiva şîroveyê
Report Defect,Kêmasiyê Ragihîne
Reported Date,Dîroka Ragihandî
Reports,Rapor
Reports To,Ragihandî Ji
Request Submitted!,Daxwaz Hat Şandin!
Required,Pêwîst
required,pêwîst
Research,Lêkolîn
Reset to Defaults,Vegerîne Pêşwextan
Resolve,Çareser Bike
Resolve thread,Mijarê çareser bike
Resolved,Çareserkirî
Resolved date cannot be before reported date,Dîroka çareserkirinê nikare berî dîroka ragihandî be
Resource,Çavkanî
Resource and skill name are required,Navê çavkaniyê û jêhatiyê pêwîst in
Resource is already an attendee,Çavkanî jixwe beşdar e
Resource name is required,Navê çavkaniyê pêwîst e
Resource not found,Çavkanî nehat dîtin
Resource synced from employee {0},Çavkanî ji karkerê {0} hat hevdengkirin
Resource {0} is already assigned to this task ({1}),Çavkaniya {0} jixwe ji bo vê peywirê hat peywirkirin ({1})
Resource {0} not found,Çavkaniya {0} nehat dîtin
Resources,Çavkanî
Retry,Dîsa Biceribîne
Review,Lêkolîn
Review all relevant documents and contracts,Hemû belgeyên têkildar û peymanan binirxînin
Reviews,Lêkolîn
Risk Assessment,Nirxandina Xetereyê
Rollback,Vegerandin
Rolled back,Hat vegerandin
Room or address,Ode an navnîşan
RSVP,RSVP
Safety,Ewlekarî
Sat,Şem
Save,Tomar Bike
"Save a project as a template, or import one from a JSON file.","Projeyekê wekî şablonê tomar bike, an ji dosyeya JSON yek hawirde bike."
Save as Template,Wekî Şablonê Tomar Bike
Save Changes,Guhertinan Tomar Bike
Save failed,Tomarkirin têk çû
Save Preferences,Tercîhan Tomar Bike
Save Template,Şablonê Tomar Bike
Saving...,Tê tomarkirin...
Schedule,Bernameyê
Schedule type is required for scheduled triggers,Cureyê bernameyê ji bo tetikên plansazkirî pêwîst e
Scheduled,Plansazkirî
Search,Lêgerîn
"Search by name, email, or skill...","Li gorî nav, e-name, an jêhatiyê bigerin..."
Search for a project...,Li projeyekê bigerin...
Search for a task...,Li peywirê bigerin...
Search for an event...,Li bûyerekê bigerin...
Search for people to invite...,Li kesan bigerin ji bo vexwendinê...
Search tasks to link...,Li peywiran bigerin ji bo girêdanê...
Search tasks...,Li peywiran bigerin...
Search...,Lêgerîn...
Searching...,Tê gerîn...
Seen,Hatiye dîtin
Select a project if your request is related to a specific project.,Heger daxwaza we bi projeyeke taybetî re têkildar e projeyekê hilbijêrin.
Select a project...,Projeyekê hilbijêrin...
Select a task from the Gantt chart to view and manage its details.,Ji nexşeya Gantt peywirê hilbijêrin da ku hûrguliyên wê bibînin û birêve bibin.
Select a task from the list or Kanban board to view and manage its details.,Ji lîsteyê an tabloya Kanban peywirê hilbijêrin da ku hûrguliyên wê bibînin û birêve bibin.
Select a template...,Şablonekê hilbijêrin...
Select priority...,Pêşîniyê hilbijêrin...
Select status...,Rewşê hilbijêrin...
Select task...,Peywirê hilbijêrin...
Select type...,Cureyê hilbijêrin...
Selection,Hilbijartin
Send,Bişîne
Send comment,Şîroveyê bişîne
Send email invitations to attendees,Vexwendnameyên e-nameyê ji beşdaran re bişîne
Send Invitations,Vexwendnameyan Bişîne
Send notification when a task is assigned to a user,Gava peywir ji bikarhênerekî re tê dayîn agahdariyê bişîne
Send notification when task status changes,Gava rewşa peywirê diguhere agahdariyê bişîne
Send reminder before task due date,Berî dîroka dawiya peywirê bîranînê bişîne
sent,şandî
Set rate,Rêjeyê destnîşan bike
Settings,Mîheng
Settings saved successfully,Mîheng bi serkeftî hatin tomarkirin
Severity,Giranî
SF (Start-Finish),DD (Destpêk-Dawî)
SF - Start-to-Finish,DD - Destpêk-bo-Dawî
Show,Nîşan Bide
Show all,Hemûyan nîşan bide
Show all changes,Hemû guhertinan nîşan bide
Show Archived,Arşîvkirî Nîşan Bide
Show full diff,Cuda cuda tevahî nîşan bide
Show less,Kêmtir nîşan bide
Show more,Bêtir nîşan bide
Skill added,Jêhatî hat zêdekirin
Skill is required,Jêhatî pêwîst e
Skill Name,Navê Jêhatiyê
Skill removed,Jêhatî hat rakirin
Skill {0} already exists for this resource,Jêhatiya {0} ji bo vê çavkaniyê jixwe heye
Skills,Jêhatî
Skills & Competencies,Jêhatî û Şiyanî
Skip already migrated projects,Projeyên ku berê koçkirî ne derbas bike
Sort by,Rêz bike li gorî
Sort: Due Date,Rêz: Dîroka Dawî
Sort: Priority,Rêz: Pêşînî
Sort: Project,Rêz: Proje
Sort: Status,Rêz: Rewş
Sort: Task,Rêz: Peywir
Source Code,Koda Çavkaniyê
Spent,Xerckirin
Spent:,Xerckirî:
SS (Start-Start),DD (Destpêk-Destpêk)
SS - Start-to-Start,DD - Destpêk-bo-Destpêk
Standalone,Serbixwe
Start,Destpêk
Start a discussion below,Li jêr nîqaşê dest pê bikin
Start Date,Dîroka Destpêkê
Start date,Dîroka destpêkê
Start Date (Earliest),Dîroka Destpêkê (Zûtirîn)
Start date updated,Dîroka destpêkê hat nûkirin
Start date/time is required,Dîrok/dema destpêkê pêwîst e
Start Migration,Koçkirinê Dest Pê Bike
Start the conversation below.,Li jêr axaftinê dest pê bikin.
Start Timer,Demjimêrê Dest Pê Bike
Start typing to search...,Dest bi nivîsandinê bikin ji bo lêgerînê...
Start-to-Finish,Destpêk-bo-Dawî
Start-to-Start,Destpêk-bo-Destpêk
Start:,Destpêk:
Statistics reset,Amar hatin resetkirin
Status,Rewş
Status assigned to new projects,Rewşa ku ji projeyên nû re tê dayîn
Status assigned to new tasks,Rewşa ku ji peywirên nû re tê dayîn
Status Changes,Guherandinên Rewşê
Status updated,Rewş hat nûkirin
Status:,Rewş:
Stop,Rawestîne
Stop & Save,Rawestîne û Tomar Bike
Stop Timer,Demjimêrê Rawestîne
Stops current timer and starts for this event,Demjimêrê niha rawestîne û ji bo vê bûyerê dest pê dike
Stops current timer and starts for this task,Demjimêrê niha rawestîne û ji bo vê peywirê dest pê dike
Subject,Mijar
Subject cannot exceed 255 characters,Mijar nikare ji 255 tîpan derbas bibe
Subject is required,Mijar pêwîst e
Submit,Pêşkêş Bike
Submit Another Request,Daxwazeke Din Pêşkêş Bike
Submit Request,Daxwazê Pêşkêş Bike
Submitting...,Tê pêşkêşkirin...
Successfully saved,Bi serkeftî hat tomarkirin
Successors (Blocking),Paşdar (Astengker)
Sun,Yekş
Supplier,Peyda Bike
Support,Piştgirî
Switch to this event,Veguhêze vê bûyerê
Switch to this task,Veguhêze vê peywirê
Sync direction is set to Frappe to Orga only,Arasteya hevdengkirinê tenê ji Frappe bo Orga ye
Sync direction is set to Orga to Frappe only,Arasteya hevdengkirinê tenê ji Orga bo Frappe ye
Sync not enabled for this project,Hevdengkirin ji bo vê projeyê ne çalak e
System,Pergal
Table,Tablo
Take ownership of this task,Xwedîtiya vê peywirê bistînin
Target Date,Dîroka Armanc
Target End,Dawiya Armanc
Target Project,Projeya Armanc
Target user is required for '{0}' action,Bikarhênerê armanc ji bo çalakiya '{0}' pêwîst e
task,peywir
Task,Peywir
Task '{0}' is due on {1}.,Peywira '{0}' di {1} de diqede.
Task and resource are required,Peywir û çavkanî pêwîst in
Task Assignment,Peywirkirina Peywirê
Task cannot be its own parent,Peywir nikare dêûbavê xwe be
Task cannot depend on itself,Peywir nikare bi xwe ve girêdayî be
Task cannot depend on the group it belongs to,Peywir nikare bi koma ku tê de ye ve girêdayî be
Task created,Peywir hat afirandin
Task deleted,Peywir hat jêbirin
