In Review,Đang xem xét
In-app notifications,Thông báo trong ứng dụng
Inactive,Không hoạt động
Initial Review,Xem xét ban đầu
Installed Version,Installed Version
Insufficient permissions to view all tasks,Không đủ quyền để xem tất cả công việc
Intermediate,Trung cấp
Internal,Nội bộ
Invalid DocType,DocType không hợp lệ
Invalid DocType for import,DocType không hợp lệ để nhập
Invalid item type: {0},Loại mục không hợp lệ: {0}
Invalid JSON data,Dữ liệu JSON không hợp lệ
Invalid note type. Must be one of: {0},Loại ghi chú không hợp lệ. Phải là một trong: {0}
Invalid project reference,Tham chiếu dự án không hợp lệ
Invalid reaction type. Must be one of: {0},Loại phản hồi không hợp lệ. Phải là một trong: {0}
Invalid RSVP status,Trạng thái RSVP không hợp lệ
Invalid status. Must be one of: {0},Trạng thái không hợp lệ. Phải là một trong: {0}
Invalid status: {0},Trạng thái không hợp lệ: {0}
Invalid status: {0}. Must be one of: {1},Trạng thái không hợp lệ: {0}. Phải là một trong: {1}
Invalid tracking context: {0},Ngữ cảnh theo dõi không hợp lệ: {0}
Invalid visibility. Must be one of: {0},Mức hiển thị không hợp lệ. Phải là một trong: {0}
Invitation: {0} - {1} at {2},Lời mời: {0} - {1} lúc {2}
Invite People,Mời mọi người
"It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe.","It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe."
Item added,Đã thêm mục
Item ID is required,Mã mục là bắt buộc
Item removed,Đã xóa mục
Item type is required,Loại mục là bắt buộc
Item {0} not found,Không tìm thấy mục {0}
Job title or role,Chức danh hoặc vai trò
Join Meeting,Tham gia cuộc họp
Just now,Vừa xong
just now,vừa xong
Kanban,Kanban
Kanban Board,Bảng Kanban
Kanban View,Chế độ xem Kanban
Keyboard Shortcuts,Phím tắt
Keyboard shortcuts (?),Phím tắt (?)
Last checked: {0},Last checked: {0}
Last Updated,Cập nhật lần cuối
Last updated:,Cập nhật lần cuối:
Last Week,Tuần trước
Latest Version,Latest Version
Light,Sáng
Link failed,Liên kết thất bại
Link Task,Liên kết công việc
Linked,Đã liên kết
Linked employee not found,Không tìm thấy nhân viên liên kết
Linked Tasks,Công việc liên kết
List,Danh sách
List View,Chế độ xem danh sách
Load failed,Tải thất bại
Load More,Tải thêm
Load more comments,Tải thêm bình luận
Loading activity...,Đang tải hoạt động...
Loading changes...,Đang tải thay đổi...
Loading checklist...,Đang tải danh sách kiểm tra...
Loading comments...,Đang tải bình luận...
Loading contact...,Đang tải liên hệ...
Loading contacts...,Đang tải liên hệ...
Loading dependencies...,Đang tải phụ thuộc...
Loading details...,Đang tải chi tiết...
Loading discussion...,Đang tải thảo luận...
Loading events...,Đang tải sự kiện...
Loading files...,Đang tải tệp...
Loading notes...,Đang tải ghi chú...
Loading preferences...,Đang tải tùy chọn...
Loading project...,Đang tải dự án...
Loading projects...,Đang tải dự án...
Loading replies...,Đang tải phản hồi...
Loading report data...,Đang tải dữ liệu báo cáo...
Loading settings...,Đang tải cài đặt...
Loading task...,Đang tải công việc...
Loading templates...,Đang tải mẫu...
Loading time logs...,Đang tải mục ghi thời gian...
Loading your portal...,Đang tải cổng thông tin của bạn...
Loading...,Đang tải...
Location,Địa điểm
Log Time,Ghi nhận thời gian
Logout,Đăng xuất
Low,Thấp
Make Offer,Tạo đề nghị
Manager,Quản lý
Manual Entry,Nhập thủ công
Margin,Biên lợi nhuận
Mark all as read,Đánh dấu tất cả đã đọc
Mark all read,Đánh dấu tất cả đã đọc
Mark as read,Đánh dấu đã đọc
Mark as unread,Đánh dấu chưa đọc
Mark read,Đánh dấu đã đọc
Marking...,Đang đánh dấu...
Material,Vật liệu
Maybe,Có thể
Medium,Trung bình
Meeting,Cuộc họp
Meeting Link,Liên kết cuộc họp
Meeting title,Tiêu đề cuộc họp
Meeting URL,URL cuộc họp
Meetings,Cuộc họp
Mention,Nhắc đến
Message,Tin nhắn
Message is required,Tin nhắn là bắt buộc
Message is required for '{0}' action,Tin nhắn là bắt buộc cho hành động '{0}'
Migrate,Chuyển đổi
Migration Complete,Chuyển đổi hoàn tất
Migration ID:,Mã chuyển đổi:
Migration log not found: {0},Không tìm thấy nhật ký chuyển đổi: {0}
Milestone,Mốc quan trọng
milestone,mốc quan trọng
Milestone created,Đã tạo mốc quan trọng
Milestone description has been saved.,Đã lưu mô tả mốc quan trọng.
Milestone ID is required,Mã mốc quan trọng là bắt buộc
Milestone marked as Missed (past due date),Mốc quan trọng được đánh dấu là Bị lỡ (đã quá hạn)
Milestone moved,Đã di chuyển mốc quan trọng
Milestone Name,Tên mốc quan trọng
Milestone name has been saved.,Đã lưu tên mốc quan trọng.
Milestone name is required,Tên mốc quan trọng là bắt buộc
Milestone updated,Đã cập nhật mốc quan trọng
Milestone {0} not found,Không tìm thấy mốc quan trọng {0}
Milestone {0} not in project {1},Mốc quan trọng {0} không thuộc dự án {1}
Milestones,Mốc quan trọng
milestones,mốc quan trọng
Milestones:,Mốc quan trọng:
Minutes,Phút
Missed,Bị lỡ
Mixed,Hỗn hợp
Mobile,Di động
Moderate,Vừa phải
Modified,Đã chỉnh sửa
"Modify details, time, or attendees","Chỉnh sửa chi tiết, thời gian hoặc người tham dự"
Mon,T2
Month,Tháng
Move failed,Di chuyển thất bại
Must be a positive number,Phải là số dương
Must finish before this finishes,Phải kết thúc trước khi công việc này kết thúc
Must finish before this starts,Phải kết thúc trước khi công việc này bắt đầu
Must start before this finishes,Phải bắt đầu trước khi công việc này kết thúc
Must start before this starts,Phải bắt đầu trước khi công việc này bắt đầu
My Assignments,Phân công của tôi
My Projects,Dự án của tôi
My Schedule,Lịch của tôi
My Tasks,Công việc của tôi
N/A,Không có
Name,Tên
Name (A-Z),Tên (A-Z)
Name (Z-A),Tên (Z-A)
Name cannot exceed 255 characters,Tên không được vượt quá 255 ký tự
Need help?,Cần trợ giúp?
Needs Attention,Cần chú ý
Never,Never
new activities,hoạt động mới
New Activity,Hoạt động mới
New activity,Hoạt động mới
New Event,Sự kiện mới
New index is required,Cần chỉ mục mới
New Project,Dự án mới
New tasks will auto-trail by default.,Công việc mới sẽ tự động dời ngày theo mặc định.
Newest First,Mới nhất trước
Next,Tiếp theo
Next 14 days,14 ngày tới
Next 30 days,30 ngày tới
Next 60 days,60 ngày tới
Next 7 days,7 ngày tới
Next 90 days,90 ngày tới
Next Week,Tuần tới
Next:,Tiếp:
No,Không
No active assignments,Không có phân công đang hoạt động
No active projects,Không có dự án đang hoạt động
No active timer found,Không tìm thấy bộ đếm thời gian đang chạy
No activity selected,Chưa chọn hoạt động
No assignments found,Không tìm thấy phân công
No attendees,Không có người tham dự
no change,không thay đổi
No changes for this field.,Không có thay đổi cho trường này.
No changes recorded for this activity.,Không có thay đổi được ghi nhận cho hoạt động này.
No checklist items yet,Chưa có mục kiểm tra
No checklist items yet.,Chưa có mục kiểm tra.
No comments yet,Chưa có bình luận
No comments yet.,Chưa có bình luận.
No contacts available,Không có liên hệ
No content for this tab,Không có nội dung cho tab này
No data available,Không có dữ liệu
No data available for the selected filters,Không có dữ liệu cho bộ lọc đã chọn
No data to export,Không có dữ liệu để xuất
No dates set,Chưa đặt ngày
No defects reported,Không có lỗi nào được báo cáo
No dependencies defined,Chưa định nghĩa phụ thuộc
No description,Không có mô tả
No discussion yet.,Chưa có thảo luận.
No documents attached,Không có tài liệu đính kèm
No due date,Không có ngày đến hạn
No employee linked to this resource,Không có nhân viên liên kết với nguồn lực này
No ERPNext employee linked to resource,Không có nhân viên ERPNext nào liên kết với nguồn lực
No events found,Không tìm thấy sự kiện
No files attached yet.,Chưa có tệp đính kèm.
No Frappe Project linked,Không có dự án Frappe nào liên kết
No Grouping,Không nhóm
No items,Không có mục
No matching tasks,Không có công việc phù hợp
No matching tasks found,Không tìm thấy công việc phù hợp
No migration history,Không có lịch sử chuyển đổi
No Milestone,Không có mốc quan trọng
No milestones,Không có mốc quan trọng
No milestones defined for this project.,Chưa định nghĩa mốc quan trọng cho dự án này.
No notes yet.,Chưa có ghi chú.
No notes yet. Add a due diligence note to track progress.,Chưa có ghi chú. Thêm ghi chú thẩm định để theo dõi tiến độ.
No notifications,Không có thông báo
No Orga Project linked to Frappe Project {0},Không có dự án Orga nào liên kết với dự án Frappe {0}
No overdue tasks,Không có công việc quá hạn
No pending cascade changes,Không có thay đổi lan truyền đang chờ
No predecessors - this task can start independently,Không có công việc trước - công việc này có thể bắt đầu độc lập
No project,Không có dự án
No projects found,Không tìm thấy dự án
No Projects Yet,Chưa có dự án nào
No recent activity,Không có hoạt động gần đây
No related documents,Không có tài liệu liên quan
No resolved threads.,Không có chủ đề đã giải quyết.
No resources found,Không tìm thấy nguồn lực
No results found,Không tìm thấy kết quả
No skills listed,Không có kỹ năng nào được liệt kê
No skills recorded yet,Chưa ghi nhận kỹ năng
No successors - no tasks are waiting for this one,Không có công việc sau - không có công việc nào đang chờ công việc này
No task selected,Chưa chọn công việc
No tasks assigned to you,Không có công việc nào được phân công cho bạn
No tasks available to add,Không có công việc để thêm
No tasks found,Không tìm thấy công việc
No tasks linked to this milestone,Không có công việc liên kết với mốc quan trọng này
No tasks with dates to display,Không có công việc có ngày để hiển thị
No tasks yet,Chưa có công việc
No team members,Không có thành viên nhóm
No template,Không có mẫu
No templates yet,Chưa có mẫu
No time data found,Không tìm thấy dữ liệu thời gian
No time logged today,Chưa ghi nhận thời gian hôm nay
No time logged yet,Chưa ghi nhận thời gian
No time logs for this period,Không có mục ghi thời gian cho giai đoạn này
No time logs found,Không tìm thấy mục ghi thời gian
No unread notifications,Không có thông báo chưa đọc
No update information available yet.,No update information available yet.
None,Không có
Not found,Không tìm thấy
Not permitted,Không được phép
Not permitted to access this project,Không được phép truy cập dự án này
Not permitted to access this task,Không được phép truy cập công việc này
Not permitted to check for updates,Not permitted to check for updates
Not permitted to comment on this document,Không được phép bình luận trên tài liệu này
Not permitted to create clients,Không được phép tạo khách hàng
Not permitted to delete this client,Không được phép xóa khách hàng này
Not permitted to delete this defect,Không được phép xóa lỗi này
Not permitted to delete this note,Không được phép xóa ghi chú này
Not permitted to delete this project,Không được phép xóa dự án này
Not permitted to delete this task,Không được phép xóa công việc này
Not permitted to delete this time log,Không được phép xóa mục ghi thời gian này
Not permitted to invite clients,Không được phép mời khách hàng
Not permitted to modify client access,Không được phép thay đổi quyền truy cập khách hàng
Not permitted to modify this project,Không được phép chỉnh sửa dự án này
Not permitted to update settings,Không được phép cập nhật cài đặt
Not permitted to update this client,Không được phép cập nhật khách hàng này
Not permitted to view this client,Không được phép xem khách hàng này
not sent,chưa gửi
Not set,Chưa đặt
Not specified,Chưa xác định
Note,Ghi chú
Note (optional),Ghi chú (tùy chọn)
Note Content,Nội dung ghi chú
Note content is required,Nội dung ghi chú là bắt buộc
Note name is required,Tên ghi chú là bắt buộc
Note not found,Không tìm thấy ghi chú
Note Type,Loại ghi chú
Notes,Ghi chú
Notification,Thông báo
Notification not found,Không tìm thấy thông báo
Notifications,Thông báo
Off Track,Chệch hướng
Offer,Đề nghị
Offer Prepared,Đề nghị đã chuẩn bị
Oldest First,Cũ nhất trước
On Hold,Tạm dừng
On Leave,Nghỉ phép
On Track,Đúng hướng
On-Time Rate,Tỷ lệ đúng hạn
Only administrators can delete activities,Chỉ quản trị viên mới có thể xóa hoạt động
Only the comment author or administrators can delete comments,Chỉ tác giả bình luận hoặc quản trị viên mới có thể xóa bình luận
Only you and admins,Chỉ bạn và quản trị viên
Open,Mở
Open in Desk,Mở trong Desk
Open Task Log,Mở nhật ký công việc
Open Tasks,Công việc đang mở
Optional,Tùy chọn
optional,tùy chọn
Or email us directly at,Hoặc gửi email trực tiếp đến
Orga Project {0} from Frappe Projects,Dự án Orga {0} từ Frappe Projects
Orga Task {0} from Frappe,Công việc Orga {0} từ Frappe
Organizer,Người tổ chức
Other,Khác
Over Budget,Vượt ngân sách
Overall Progress,Tiến độ tổng thể
Overall Utilization,Mức sử dụng tổng thể
Overallocated,Phân bổ quá mức
Overdue,Quá hạn
overdue,quá hạn
Overdue Tasks,Công việc quá hạn
Overview,Tổng quan
Owner,Chủ sở hữu
Page Not Found,Không tìm thấy trang
Parent,Cha
Parent comment must belong to the same document,Bình luận cha phải thuộc cùng tài liệu
Parent comment not found,Không tìm thấy bình luận cha
Parent project not synced to Frappe yet,Dự án cha chưa được đồng bộ với Frappe
Parent project sync not enabled,Đồng bộ dự án cha chưa được bật
Partner,Đối tác
Pending,Đang chờ
per page,mỗi trang
Perform initial assessment and background check,Thực hiện đánh giá ban đầu và kiểm tra lý lịch
Permanently remove this event,Xóa vĩnh viễn sự kiện này
Permanently remove this task,Xóa vĩnh viễn công việc này
Phone,Điện thoại
Pin,Ghim
Pin Activity,Ghim hoạt động
Pin to top,Ghim lên đầu
Pinned,Đã ghim
Planned budget for this task,Ngân sách dự kiến cho công việc này
Planning,Lập kế hoạch
Please describe your question or issue in detail...,Vui lòng mô tả câu hỏi hoặc vấn đề của bạn chi tiết...
Please login to access Orga,Vui lòng đăng nhập để truy cập Orga
Please login to access the client portal,Vui lòng đăng nhập để truy cập cổng khách hàng
Please respond to this invitation in Orga,Vui lòng phản hồi lời mời này trong Orga
Please select an image file,Vui lòng chọn tệp hình ảnh
Please try again,Vui lòng thử lại
Please type,Vui lòng nhập
Portal,Cổng thông tin
Portal access revoked for {0},Đã thu hồi quyền truy cập cổng của {0}
Portal user created successfully. Welcome email {0},Đã tạo tài khoản cổng thành công. Email chào mừng {0}
Post,Đăng
Powered by,Được hỗ trợ bởi
Powered by Tonic,Được hỗ trợ bởi Tonic
Predecessors (Blocked By),Công việc trước (bị chặn bởi)
Preferences,Tùy chọn
Preferences saved successfully,Đã lưu tùy chọn thành công
"Prefix for auto-generated project codes (e.g., ORG-2026-0001)",Tiền tố cho mã dự án tự động (ví dụ: ORG-2026-0001)
Prepare and document offer terms,Chuẩn bị và ghi lại điều khoản đề nghị
Press,Nhấn
Preview,Xem trước
Preview cascade before applying,Xem trước lan truyền trước khi áp dụng
Previous,Trước
Priority,Mức ưu tiên
Priority assigned to new tasks,Mức ưu tiên cho công việc mới
Priority updated,Đã cập nhật mức ưu tiên
Proficiency,Trình độ
Profile,Hồ sơ
Progress,Tiến độ
Progress (High-Low),Tiến độ (cao-thấp)
Progress (Low-High),Tiến độ (thấp-cao)
Progress Overview,Tổng quan tiến độ
Progress updated,Đã cập nhật tiến độ
Project,Dự án
Project budget has been saved.,Đã lưu ngân sách dự án.
Project code (e.g. ORG-2026-0001),Mã dự án (ví dụ: ORG-2026-0001)
Project Code Prefix,Tiền tố mã dự án
Project created,Đã tạo dự án
Project deleted,Đã xóa dự án
Project description has been saved.,Đã lưu mô tả dự án.
Project Details,Chi tiết dự án
Project end date has been saved.,Đã lưu ngày kết thúc dự án.
Project Files,Tệp dự án
Project has no linked client,Dự án không có khách hàng liên kết
Project Health,Tình trạng dự án
Project Info,Thông tin dự án
Project is required,Dự án là bắt buộc
Project is required for project context,Dự án là bắt buộc cho ngữ cảnh dự án
Project is required when tracking context is 'project',Dự án là bắt buộc khi ngữ cảnh theo dõi là 'dự án'
Project Manager,Quản lý dự án
Project Name,Tên dự án
Project name and template name are required,Tên dự án và tên mẫu là bắt buộc
Project name is required,Tên dự án là bắt buộc
Project not found,Không tìm thấy dự án
Project not found or you do not have access,Không tìm thấy dự án hoặc bạn không có quyền truy cập
Project settings,Cài đặt dự án
Project start date has been saved.,Đã lưu ngày bắt đầu dự án.
Project title has been saved.,Đã lưu tiêu đề dự án.
Project Type,Loại dự án
Project updated,Đã cập nhật dự án
Project {0} linked to client {1},Dự án {0} đã liên kết với khách hàng {1}
Project {0} not found,Không tìm thấy dự án {0}
Project {0} to Frappe Projects,Dự án {0} sang Frappe Projects
Project:,Dự án:
Projects,Dự án
projects,dự án
Projects created:,Dự án đã tạo:
Projects Overview,Tổng quan dự án
Projects skipped:,Dự án đã bỏ qua:
Projects updated:,Dự án đã cập nhật:
Promote failed,Nâng cấp thất bại
Promote to task,Nâng cấp thành công việc
Promoted to task,Đã nâng cấp thành công việc
Propose,Đề xuất
Propose New Time,Đề xuất thời gian mới
Propose Time,Đề xuất thời gian
Proposed End,Kết thúc đề xuất
Proposed Start,Bắt đầu đề xuất
Public,Công khai
Quick Action,Hành động nhanh
Quick Actions,Hành động nhanh
Quick Stats,Thống kê nhanh
Rates,Đơn giá
Receive notifications via email,Nhận thông báo qua email
Receive notifications within the application,Nhận thông báo trong ứng dụng
Recent Activity,Hoạt động gần đây
Recipient {0} is not a valid user,Người nhận {0} không phải là người dùng hợp lệ
Reference,Tham chiếu
Refresh,Làm mới
Related,Liên quan
Related Company (optional),Công ty liên quan (tùy chọn)
Related Documents,Tài liệu liên quan
Related Project,Dự án liên quan
Remaining,Còn lại
Reminder,Nhắc nhở
Reminder Lead Time,Thời gian nhắc nhở trước
Reminder: {0} - {1} at {2},Nhắc nhở: {0} - {1} lúc {2}
Remove,Gỡ bỏ
Remove dependency,Gỡ bỏ phụ thuộc
Remove dependency on,Gỡ bỏ phụ thuộc vào
Remove from group,Gỡ khỏi nhóm
Remove group dependency,Gỡ bỏ phụ thuộc nhóm
Remove skill,Gỡ bỏ kỹ năng
Reopen,Mở lại
Reopen thread,Mở lại chủ đề
reopened,đã mở lại
replies,phản hồi
Reply,Trả lời
reply,phản hồi
Replying to,Đang trả lời
Replying to comment,Đang trả lời bình luận
Report Defect,Báo cáo lỗi
Reported Date,Ngày báo cáo
Reports,Báo cáo
Reports To,Báo cáo cho
Request Submitted!,Đã gửi yêu cầu!
Required,Bắt buộc
required,bắt buộc
Research,Nghiên cứu
Reset to Defaults,Khôi phục mặc định
Resolve,Giải quyết
Resolve thread,Giải quyết chủ đề
Resolved,Đã giải quyết
Resolved date cannot be before reported date,Ngày giải quyết không được trước ngày báo cáo
Resource,Nguồn lực
Resource and skill name are required,Nguồn lực và tên kỹ năng là bắt buộc
Resource is already an attendee,Nguồn lực đã là người tham dự
Resource name is required,Tên nguồn lực là bắt buộc
Resource not found,Không tìm thấy nguồn lực
Resource synced from employee {0},Nguồn lực đã đồng bộ từ nhân viên {0}
Resource {0} is already assigned to this task ({1}),Nguồn lực {0} đã được phân công cho công việc này ({1})
Resource {0} not found,Không tìm thấy nguồn lực {0}
Resources,Nguồn lực
Retry,Thử lại
Review,Xem xét
Review all relevant documents and contracts,Xem xét tất cả tài liệu và hợp đồng liên quan
Reviews,Đánh giá
Risk Assessment,Đánh giá rủi ro
Rollback,Hoàn tác
Rolled back,Đã hoàn tác
Room or address,Phòng hoặc địa chỉ
RSVP,RSVP
Safety,An toàn
Sat,T7
Save,Lưu
"Save a project as a template, or import one from a JSON file.","Lưu dự án thành mẫu, hoặc nhập mẫu từ tệp JSON."
Save as Template,Lưu thành mẫu
Save Changes,Lưu thay đổi
Save failed,Lưu thất bại
Save Preferences,Lưu tùy chọn
Save Template,Lưu mẫu
Saving...,Đang lưu...
Schedule,Lịch trình
Schedule type is required for scheduled triggers,Loại lịch trình là bắt buộc cho kích hoạt theo lịch
Scheduled,Đã lên lịch
Search,Tìm kiếm
"Search by name, email, or skill...","Tìm theo tên, email hoặc kỹ năng..."
Search for a project...,Tìm dự án...
Search for a task...,Tìm công việc...
Search for an event...,Tìm sự kiện...
Search for people to invite...,Tìm người để mời...
Search tasks to link...,Tìm công việc để liên kết...
Search tasks...,Tìm công việc...
Search...,Tìm kiếm...
Searching...,Đang tìm kiếm...
Seen,Đã xem
Select a project if your request is related to a specific project.,Chọn một dự án nếu yêu cầu của bạn liên quan đến dự án cụ thể.
Select a project...,Chọn dự án...
Select a task from the Gantt chart to view and manage its details.,Chọn một công việc từ biểu đồ Gantt để xem và quản lý chi tiết.
Select a task from the list or Kanban board to view and manage its details.,Chọn một công việc từ danh sách hoặc bảng Kanban để xem và quản lý chi tiết.
Select a template...,Chọn mẫu...
Select priority...,Chọn mức ưu tiên...
Select status...,Chọn trạng thái...
Select task...,Chọn công việc...
Select type...,Chọn loại...
Selection,Lựa chọn
Send,Gửi
Send comment,Gửi bình luận
Send email invitations to attendees,Gửi lời mời qua email cho người tham dự
Send Invitations,Gửi lời mời
Send notification when a task is assigned to a user,Gửi thông báo khi công việc được phân công cho người dùng
Send notification when task status changes,Gửi thông báo khi trạng thái công việc thay đổi
Send reminder before task due date,Gửi nhắc nhở trước ngày đến hạn công việc
sent,đã gửi
Set rate,Đặt đơn giá
Settings,Cài đặt
Settings saved successfully,Đã lưu cài đặt thành công
Severity,Mức độ nghiêm trọng
SF (Start-Finish),SF (Bắt đầu-Kết thúc)
SF - Start-to-Finish,SF - Bắt đầu-Kết thúc
Show,Hiển thị
Show all,Hiển thị tất cả
Show all changes,Hiển thị tất cả thay đổi
Show Archived,Hiển thị đã lưu trữ
Show full diff,Hiển thị khác biệt đầy đủ
Show less,Hiển thị ít hơn
Show more,Hiển thị thêm
Skill added,Đã thêm kỹ năng
Skill is required,Kỹ năng là bắt buộc
Skill Name,Tên kỹ năng
Skill removed,Đã xóa kỹ năng
Skill {0} already exists for this resource,Kỹ năng {0} đã tồn tại cho nguồn lực này
Skills,Kỹ năng
Skills & Competencies,Kỹ năng và năng lực
Skip already migrated projects,Bỏ qua dự án đã chuyển đổi
Sort by,Sắp xếp theo
Sort: Due Date,Sắp xếp: Ngày đến hạn
Sort: Priority,Sắp xếp: Mức ưu tiên
Sort: Project,Sắp xếp: Dự án
Sort: Status,Sắp xếp: Trạng thái
Sort: Task,Sắp xếp: Công việc
Source Code,Mã nguồn
Spent,Đã chi
Spent:,Đã chi:
SS (Start-Start),SS (Bắt đầu-Bắt đầu)
SS - Start-to-Start,SS - Bắt đầu-Bắt đầu
Standalone,Độc lập
Start,Bắt đầu
Start a discussion below,Bắt đầu thảo luận bên dưới
Start Date,Ngày bắt đầu
Start date,Ngày bắt đầu
Start Date (Earliest),Ngày bắt đầu (sớm nhất)
Start date updated,Đã cập nhật ngày bắt đầu
Start date/time is required,Ngày/giờ bắt đầu là bắt buộc
Start Migration,Bắt đầu chuyển đổi
Start the conversation below.,Bắt đầu cuộc trò chuyện bên dưới.
Start Timer,Bắt đầu bộ đếm
Start typing to search...,Bắt đầu nhập để tìm kiếm...
Start-to-Finish,Bắt đầu-Kết thúc
Start-to-Start,Bắt đầu-Bắt đầu
Start:,Bắt đầu:
Statistics reset,Đã đặt lại thống kê
Status,Trạng thái
Status assigned to new projects,Trạng thái cho dự án mới
Status assigned to new tasks,Trạng thái cho công việc mới
Status Changes,Thay đổi trạng thái
Status updated,Đã cập nhật trạng thái
Status:,Trạng thái:
Stop,Dừng
Stop & Save,Dừng và lưu
Stop Timer,Dừng bộ đếm
Stops current timer and starts for this event,Dừng bộ đếm hiện tại và bắt đầu cho sự kiện này
Stops current timer and starts for this task,Dừng bộ đếm hiện tại và bắt đầu cho công việc này
Subject,Chủ đề
Subject cannot exceed 255 characters,Chủ đề không được vượt quá 255 ký tự
Subject is required,Chủ đề là bắt buộc
Submit,Gửi
Submit Another Request,Gửi yêu cầu khác
Submit Request,Gửi yêu cầu
Submitting...,Đang gửi...
Successfully saved,Đã lưu thành công
Successors (Blocking),Công việc sau (đang chặn)
Sun,CN
Supplier,Nhà cung cấp
Support,Hỗ trợ
Switch to this event,Chuyển sang sự kiện này
Switch to this task,Chuyển sang công việc này
Sync direction is set to Frappe to Orga only,Hướng đồng bộ được đặt là chỉ từ Frappe sang Orga
Sync direction is set to Orga to Frappe only,Hướng đồng bộ được đặt là chỉ từ Orga sang Frappe
Sync not enabled for this project,Đồng bộ chưa được bật cho dự án này
System,Hệ thống
Table,Bảng
Take ownership of this task,Nhận trách nhiệm công việc này
Target Date,Ngày mục tiêu
Target End,Kết thúc mục tiêu
Target Project,Dự án mục tiêu
Target user is required for '{0}' action,Người dùng mục tiêu là bắt buộc cho hành động '{0}'
Task,Công việc
task,công việc
Task '{0}' is due on {1}.,Công việc '{0}' đến hạn vào {1}.
Task and resource are required,Công việc và nguồn lực là bắt buộc
Task Assignment,Phân công công việc
Task cannot be its own parent,Công việc không thể là cha của chính nó
Task cannot depend on itself,Công việc không thể phụ thuộc vào chính nó
Task cannot depend on the group it belongs to,Công việc không thể phụ thuộc vào nhóm mà nó thuộc về
Task created,Đã tạo công việc
Task deleted,Đã xóa công việc
Task description has been saved.,Đã lưu mô tả công việc.
Task Details,Chi tiết công việc
Task due in {0} days: {1},Công việc đến hạn trong {0} ngày: {1}
Task due today: {0},Công việc đến hạn hôm nay: {0}
Task due tomorrow: {0},Công việc đến hạn ngày mai: {0}
Task duplicated,Đã nhân bản công việc
Task Group,Nhóm công việc
Task ID is required,Mã công việc là bắt buộc
Task is blocked by incomplete dependencies,Công việc bị chặn bởi phụ thuộc chưa hoàn thành
Task is cancelled,Công việc đã bị hủy
Task is completed,Công việc đã hoàn thành
Task is no longer blocked by a group,Công việc không còn bị chặn bởi nhóm
Task is required for task context,Công việc là bắt buộc cho ngữ cảnh công việc
Task is required when tracking context is 'task',Công việc là bắt buộc khi ngữ cảnh theo dõi là 'công việc'
Task linked,Đã liên kết công việc
Task moved,Đã di chuyển công việc
Task name,Tên công việc
Task name is required,Tên công việc là bắt buộc
Task removed from group,Đã gỡ công việc khỏi nhóm
Task Subject,Chủ đề công việc
Task subject is required,Chủ đề công việc là bắt buộc
Task Type,Loại công việc
Task unblocked: {0},Công việc đã mở chặn: {0}
Task unlinked,Đã gỡ liên kết công việc
Task updated,Đã cập nhật công việc
Task {0} not found,Không tìm thấy công việc {0}
Task {0} not in project {1},Công việc {0} không thuộc dự án {1}
Task {0} to Frappe,Công việc {0} sang Frappe
Tasks,Công việc
tasks,công việc
Tasks and milestones will be created with dates relative to the project start date.,Công việc và mốc quan trọng sẽ được tạo với ngày tương đối so với ngày bắt đầu dự án.
Tasks assigned to you across all projects.,Công việc được phân công cho bạn trong tất cả dự án.
Tasks created:,Công việc đã tạo:
Tasks from projects you manage.,Công việc từ dự án bạn quản lý.
Tasks updated:,Công việc đã cập nhật:
"Tasks, milestones, and dependencies have been created.","Đã tạo công việc, mốc quan trọng và phụ thuộc."
Tasks:,Công việc:
TBD,Sẽ xác định sau
Team,Nhóm
Team Members,Thành viên nhóm
Template,Mẫu
Template applied,Đã áp dụng mẫu
Template data is required in import data,Cần dữ liệu mẫu trong dữ liệu nhập
Template has no data,Mẫu không có dữ liệu
Template Name,Tên mẫu
Template name,Tên mẫu
Template name is required,Tên mẫu là bắt buộc
Template name is required in import data,Tên mẫu là bắt buộc trong dữ liệu nhập
Template saved,Đã lưu mẫu
Template updated successfully.,Đã cập nhật mẫu thành công.
Template {0} not found,Không tìm thấy mẫu {0}
Templates,Mẫu
Tentative,Dự kiến
The comment has been deleted,Bình luận đã bị xóa
The project,Dự án
The source document may have been deleted.,Tài liệu gốc có thể đã bị xóa.
The source document will not be affected.,Tài liệu gốc sẽ không bị ảnh hưởng.
The status of '{0}' was changed from {1} to {2}.,Trạng thái của '{0}' đã thay đổi từ {1} sang {2}.
Theme,Giao diện
Theme preference,Tùy chọn giao diện
This action,Hành động này
This action cannot be undone.,Hành động này không thể hoàn tác.
This activity has been flagged for attention,Hoạt động này đã được đánh dấu cần chú ý
This is a reminder for your upcoming appointment,Đây là nhắc nhở cho cuộc hẹn sắp tới của bạn
This method is only meant for developer mode,Phương thức này chỉ dành cho chế độ phát triển
This page wandered off,This page wandered off
This Week,Tuần này
This will delete all notes and preferences associated with this activity.,Thao tác này sẽ xóa tất cả ghi chú và tùy chọn liên quan đến hoạt động này.
This will import all Frappe Projects into Orga. Continue?,Thao tác này sẽ nhập tất cả dự án Frappe vào Orga. Tiếp tục?
This will permanently delete,Thao tác này sẽ xóa vĩnh viễn
